ts_ms,price,recv_ms
1783361137000,63710,1783361137467
1783361138000,63706.01,1783361138422
1783361139000,63704,1783361139636
1783361140000,63704,1783361140460
1783361141000,63703.73,1783361141604
1783361142000,63703.72,1783361142571
1783361143000,63700,1783361143580
1783361144000,63700,1783361144653
1783361145000,63700.01,1783361145414
1783361146000,63700.01,1783361146598
1783361147000,63700,1783361147520
1783361148000,63700.01,1783361148648
1783361149000,63700.01,1783361149569
1783361150000,63700,1783361150695
1783361151000,63700.01,1783361151482
1783361152000,63700,1783361152463
1783361153000,63700,1783361153562
1783361154000,63700,1783361154506
1783361155000,63700,1783361155559
1783361156000,63700.01,1783361156504
1783361157000,63700,1783361157442
1783361158000,63709.99,1783361158435
1783361159000,63710,1783361159429
1783361160000,63710,1783361160628
1783361161000,63719.99,1783361161603
1783361162000,63721.99,1783361162547
1783361163000,63735.99,1783361163551
1783361164000,63735.99,1783361164474
1783361165000,63735.99,1783361165544
1783361166000,63736,1783361166518
1783361167000,63745.65,1783361167590
1783361168000,63740.47,1783361168615
1783361169000,63740.48,1783361169599
1783361170000,63740,1783361170614
1783361171000,63740.01,1783361171436
1783361172000,63740.01,1783361172620
1783361173000,63740,1783361173636
1783361174000,63718.84,1783361174554
1783361175000,63718.25,1783361175681
1783361176000,63716,1783361176499
1783361177000,63714,1783361177626
1783361178000,63704.01,1783361178548
1783361179000,63704.01,1783361179572
1783361180000,63704.01,1783361180466
1783361181000,63704,1783361181517
1783361182000,63704,1783361182502
1783361183000,63704,1783361183668
1783361184000,63717.96,1783361184625
1783361185000,63717.97,1783361185418
1783361186000,63717.97,1783361186741
1783361187000,63717.97,1783361187645
1783361188000,63717.97,1783361188636
1783361189000,63717.97,1783361189428
1783361190000,63717.97,1783361190426
1783361191000,63717.97,1783361191500
1783361192000,63717.96,1783361192418
1783361193000,63717.97,1783361193681
1783361194000,63717.96,1783361194468
1783361195000,63717.96,1783361195547
1783361196000,63714.01,1783361196517
1783361197000,63710.01,1783361197595
1783361198000,63710,1783361198458
1783361199000,63708,1783361199490
1783361200000,63704,1783361200564
1783361201000,63700,1783361201415
1783361202000,63700.01,1783361202460
1783361203000,63700.01,1783361203551
1783361204000,63700.01,1783361204608
1783361205000,63700.01,1783361205555
1783361206000,63700,1783361206449
1783361207000,63700.01,1783361207527
1783361208000,63700,1783361208578
1783361209000,63700,1783361209581
1783361210000,63700.01,1783361210427
1783361211000,63700,1783361211435
1783361212000,63700,1783361212488
1783361213000,63700,1783361213481
1783361214000,63700.01,1783361214572
1783361215000,63700.01,1783361215515
1783361216000,63700.01,1783361216467
1783361217000,63700.01,1783361217456
1783361218000,63700,1783361218427
1783361219000,63700.01,1783361219458
1783361220000,63700.01,1783361220434
1783361221000,63703.98,1783361221456
1783361222000,63703.99,1783361222557
1783361223000,63703.99,1783361223485
1783361224000,63703.99,1783361224480
1783361225000,63701.11,1783361225506
1783361226000,63700,1783361226677
1783361227000,63700,1783361227456
1783361228000,63700,1783361228520
1783361229000,63700,1783361229446
1783361230000,63700,1783361230670
1783361231000,63696.55,1783361231446
1783361232000,63696.01,1783361232514
1783361233000,63696.01,1783361233428
1783361234000,63696,1783361234510
1783361235000,63696.01,1783361235461
1783361236000,63696.01,1783361236609
1783361237000,63696,1783361237636
1783361238000,63696,1783361238862
1783361239000,63696,1783361239682
1783361240000,63696.01,1783361240531
1783361241000,63696.01,1783361241452
1783361242000,63696.01,1783361242468
1783361243000,63697.99,1783361243448
1783361244000,63703.54,1783361244597
1783361245000,63707.99,1783361245451
1783361246000,63708,1783361246598
1783361247000,63721.41,1783361247569
1783361248000,63725.2,1783361248426
1783361249000,63725.2,1783361249540
1783361250000,63725.21,1783361250536
1783361251000,63725.21,1783361251454
1783361252000,63725.21,1783361252443
1783361253000,63725.2,1783361253507
1783361254000,63725.2,1783361254431
1783361255000,63725.21,1783361255467
1783361256000,63725.21,1783361256578
1783361257000,63725.2,1783361257546
1783361258000,63725.2,1783361258454
1783361259000,63725.2,1783361259462
1783361260000,63736.52,1783361260577
1783361261000,63736.52,1783361261429
1783361262000,63736.52,1783361262570
1783361263000,63736.52,1783361263438
1783361264000,63736.51,1783361264495
1783361265000,63736.25,1783361265490
1783361266000,63736.24,1783361266564
1783361267000,63736.24,1783361267568
1783361268000,63736.24,1783361268821
1783361269000,63736.25,1783361269434
1783361270000,63734.04,1783361270525
1783361271000,63734.04,1783361271528
1783361272000,63733.56,1783361272553
1783361273000,63733.55,1783361273429
1783361274000,63733.55,1783361274550
1783361275000,63732.01,1783361275432
1783361276000,63730.01,1783361276704
1783361277000,63730.01,1783361277496
1783361278000,63729.46,1783361278595
1783361279000,63729.45,1783361279516
1783361280000,63729.46,1783361280463
1783361281000,63728.72,1783361281614
1783361282000,63728.73,1783361282464
1783361283000,63728.72,1783361283476
1783361284000,63728.73,1783361284496
1783361285000,63728.72,1783361285660
1783361286000,63728.73,1783361286409
1783361287000,63728.72,1783361287429
1783361288000,63728.72,1783361288498
1783361289000,63728.73,1783361289438
1783361290000,63728.72,1783361290576
1783361291000,63728.72,1783361291470
1783361292000,63728.72,1783361292588
1783361293000,63726.01,1783361293550
1783361294000,63726,1783361294568
1783361295000,63726.01,1783361295696
1783361296000,63716,1783361296617
1783361297000,63716.01,1783361297538
1783361298000,63716.01,1783361298517
1783361299000,63716,1783361299456
1783361300000,63716,1783361300502
1783361301000,63716,1783361301635
1783361302000,63719.99,1783361302457
1783361303000,63720,1783361303514
1783361304000,63719.99,1783361304605
1783361305000,63719.99,1783361305452
1783361306000,63719.99,1783361306510
1783361307000,63719.99,1783361307575
1783361308000,63719.99,1783361308599
1783361309000,63719.99,1783361309520
1783361310000,63730,1783361310429
1783361311000,63699.63,1783361311415
1783361312000,63684.01,1783361312506
1783361313000,63684,1783361313615
1783361314000,63684.01,1783361314534
1783361315000,63684.01,1783361315671
1783361316000,63689.24,1783361316778
1783361317000,63691.41,1783361317993
1783361318000,63691.41,1783361319054
1783361319000,63691.41,1783361319476
1783361320000,63693.59,1783361320526
1783361321000,63700,1783361321475
1783361322000,63700,1783361322527
1783361323000,63699.99,1783361323549
1783361324000,63700,1783361324544
1783361325000,63699.99,1783361325494
1783361326000,63699.99,1783361326518
1783361327000,63699.99,1783361327495
1783361328000,63699.99,1783361328448
1783361329000,63696.01,1783361329451
1783361330000,63696,1783361330435
1783361331000,63696,1783361331616
1783361332000,63696,1783361332705
1783361333000,63696,1783361333613
1783361334000,63696.01,1783361334470
1783361335000,63696.01,1783361335522
1783361336000,63696.01,1783361336606
1783361337000,63696.01,1783361337476
1783361338000,63696,1783361338450
1783361339000,63696,1783361339526
1783361340000,63696.01,1783361340472
1783361341000,63696,1783361341627
1783361342000,63696,1783361342435
1783361343000,63696,1783361343379
1783361344000,63694.01,1783361344541
1783361345000,63694,1783361345396
1783361346000,63694,1783361346486
1783361347000,63694.01,1783361347510
1783361348000,63694.01,1783361348395
1783361349000,63692.25,1783361349438
1783361350000,63692.25,1783361350490
1783361351000,63692.25,1783361351709
1783361352000,63692.24,1783361352451
1783361353000,63692.24,1783361353401
1783361354000,63692.24,1783361354576
1783361355000,63692.24,1783361355478
1783361356000,63692.25,1783361356420
1783361357000,63692.25,1783361357393
1783361358000,63686.08,1783361358400
1783361359000,63686.08,1783361359561
1783361360000,63686.08,1783361360578
1783361361000,63686.07,1783361361522
1783361362000,63686.08,1783361362509
1783361363000,63686.07,1783361363457
1783361364000,63686.07,1783361364520
1783361365000,63686.07,1783361365432
1783361366000,63686.07,1783361366455
1783361367000,63686.06,1783361367627
1783361368000,63686.06,1783361368456
1783361369000,63684,1783361369507
1783361370000,63684.01,1783361370448
1783361371000,63683.31,1783361371528
1783361372000,63683.31,1783361372497
1783361373000,63679.16,1783361373522
1783361374000,63678,1783361374477
1783361375000,63676,1783361375466
1783361376000,63676,1783361376593
1783361377000,63676,1783361377379
1783361378000,63676.01,1783361378445
1783361379000,63676.01,1783361379397
1783361380000,63680.54,1783361380382
1783361381000,63683.55,1783361381362
1783361382000,63684,1783361382532
1783361383000,63678.48,1783361383453
1783361384000,63678.48,1783361384452
1783361385000,63678.48,1783361385560
1783361386000,63678.48,1783361386425
1783361387000,63678.48,1783361387461
1783361388000,63676.14,1783361388437
1783361389000,63676.14,1783361389671
1783361390000,63676.14,1783361390580
1783361391000,63676.13,1783361391543
1783361392000,63676.13,1783361392464
1783361393000,63676.13,1783361393591
1783361394000,63676.14,1783361394562
1783361395000,63676.13,1783361395399
1783361396000,63676.13,1783361396663
1783361397000,63676.13,1783361397575
1783361398000,63676.13,1783361398609
1783361399000,63676.13,1783361399530
1783361400000,63676.13,1783361400554
1783361401000,63676.14,1783361401411
1783361402000,63679.99,1783361402500
1783361403000,63679.98,1783361403422
1783361404000,63679.99,1783361404386
1783361405000,63679.98,1783361405433
1783361406000,63679.98,1783361406354
1783361407000,63679.98,1783361407518
1783361408000,63679.98,1783361408525
1783361409000,63679.98,1783361409668
1783361410000,63679.98,1783361410475
1783361411000,63679.98,1783361411513
1783361412000,63682,1783361412517
1783361413000,63682,1783361413457
1783361414000,63682,1783361414435
1783361415000,63682,1783361415425
1783361416000,63682,1783361416396
1783361417000,63682,1783361417554
1783361418000,63682,1783361418399
1783361419000,63681.99,1783361419345
1783361420000,63682,1783361420359
1783361421000,63682,1783361421344
1783361422000,63682,1783361422442
1783361423000,63682,1783361423423
1783361424000,63682,1783361424439
1783361425000,63682,1783361425497
1783361426000,63682,1783361426565
1783361427000,63681.99,1783361427486
1783361428000,63681.99,1783361428361
1783361429000,63682,1783361429373
1783361430000,63682,1783361430440
1783361431000,63682,1783361431373
1783361432000,63682,1783361432505
1783361433000,63681.99,1783361433444
1783361434000,63682,1783361434385
1783361435000,63682,1783361435473
1783361436000,63682,1783361436498
1783361437000,63682,1783361437393
1783361438000,63681.99,1783361438444
1783361439000,63684.65,1783361439376
1783361440000,63699.99,1783361440594
1783361441000,63700,1783361441422
1783361442000,63700,1783361442447
1783361443000,63700.63,1783361443400
1783361444000,63704.21,1783361444371
1783361445000,63704.2,1783361445447
1783361446000,63705.99,1783361446433
1783361447000,63705.99,1783361447454
1783361448000,63705.99,1783361448399
1783361449000,63705.99,1783361449605
1783361450000,63705.99,1783361450383
1783361451000,63705.99,1783361451551
1783361452000,63705.99,1783361452383
1783361453000,63705.99,1783361453398
1783361454000,63705.99,1783361454521
1783361455000,63706,1783361455344
1783361456000,63706,1783361456337
1783361457000,63706,1783361457360
1783361458000,63704.01,1783361458378
1783361459000,63704,1783361459392
1783361460000,63704.01,1783361460405
1783361461000,63704.01,1783361461432
1783361462000,63704.01,1783361462351
1783361463000,63704.01,1783361463357
1783361464000,63704,1783361464397
1783361465000,63706.8,1783361465477
1783361466000,63706.8,1783361466501
1783361467000,63706.81,1783361467527
1783361468000,63706.81,1783361468381
1783361469000,63706.81,1783361469428
1783361470000,63706.81,1783361470399
1783361471000,63706.8,1783361471464
1783361472000,63706.8,1783361472544
1783361473000,63706.81,1783361473582
1783361474000,63708,1783361474399
1783361475000,63708.97,1783361475446
1783361476000,63708.97,1783361476639
1783361477000,63708.97,1783361477384
1783361478000,63708.97,1783361478389
1783361479000,63708.97,1783361479421
1783361480000,63708.97,1783361480428
1783361481000,63708.97,1783361481556
1783361482000,63708.97,1783361482470
1783361483000,63708.97,1783361483602
1783361484000,63708.97,1783361484524
1783361485000,63708.97,1783361485479
1783361486000,63708.97,1783361486572
1783361487000,63708.98,1783361487420
1783361488000,63708.98,1783361488416
1783361489000,63708.98,1783361489544
1783361490000,63708.98,1783361490377
1783361491000,63708.98,1783361491341
1783361492000,63708.98,1783361492408
1783361493000,63708.97,1783361493433
1783361494000,63716,1783361494414
1783361495000,63718,1783361495481
1783361496000,63718,1783361496476
1783361497000,63729.92,1783361497480
1783361498000,63737.99,1783361498406
1783361499000,63744,1783361499400
1783361500000,63743.99,1783361500378
1783361501000,63745.66,1783361501362
1783361502000,63746.86,1783361502393
1783361503000,63746.95,1783361503411
1783361504000,63751.91,1783361504400
1783361505000,63751.91,1783361505394
1783361506000,63751.91,1783361506417
1783361507000,63751.9,1783361507367
1783361508000,63751.9,1783361508445
1783361509000,63749.84,1783361509360
1783361510000,63749.84,1783361510533
1783361511000,63749.84,1783361511350
1783361512000,63749.84,1783361512439
1783361513000,63749.83,1783361513454
1783361514000,63749.84,1783361514425
1783361515000,63749.83,1783361515398
1783361516000,63744.01,1783361516474
1783361517000,63742,1783361517499
1783361518000,63734.04,1783361518362
1783361519000,63734.04,1783361519422
1783361520000,63734.01,1783361520641
1783361521000,63734.01,1783361521362
1783361522000,63737.7,1783361522312
1783361523000,63739.99,1783361523377
1783361524000,63739.99,1783361524366
1783361525000,63739.99,1783361525393
1783361526000,63739.99,1783361526508
1783361527000,63739.99,1783361527430
1783361528000,63739.99,1783361528362
1783361529000,63736.01,1783361529417
1783361530000,63736.01,1783361530350
1783361531000,63736,1783361531388
1783361532000,63736,1783361532401
1783361533000,63725.95,1783361533335
1783361534000,63725.96,1783361534598
1783361535000,63724,1783361535376
1783361536000,63722,1783361536395
1783361537000,63722,1783361537369
1783361538000,63722.01,1783361538491
1783361539000,63725.99,1783361539513
1783361540000,63726,1783361540436
1783361541000,63726,1783361541428
1783361542000,63726,1783361542365
1783361543000,63725.99,1783361543413
1783361544000,63725.99,1783361544431
1783361545000,63726,1783361545327
1783361546000,63725.99,1783361546377
1783361547000,63726,1783361547439
1783361548000,63725.99,1783361548382
1783361549000,63725.99,1783361549436
1783361550000,63726,1783361550471
1783361551000,63725.99,1783361551330
1783361552000,63726,1783361552469
1783361553000,63725.99,1783361553440
1783361554000,63725.99,1783361554566
1783361555000,63725.99,1783361555488
1783361556000,63725.99,1783361556367
1783361557000,63725.99,1783361557445
1783361558000,63726,1783361558458
1783361559000,63725.99,1783361559531
1783361560000,63726,1783361560466
1783361561000,63726,1783361561405
1783361562000,63726,1783361562390
1783361563000,63726,1783361563578
1783361564000,63726,1783361564453
1783361565000,63726,1783361565393
1783361566000,63725.99,1783361566502
1783361567000,63725.99,1783361567450
1783361568000,63725.99,1783361568399
1783361569000,63726,1783361569518
1783361570000,63726,1783361570340
1783361571000,63726,1783361571463
1783361572000,63725.99,1783361572384
1783361573000,63726,1783361573386
1783361574000,63726,1783361574441
1783361575000,63725.99,1783361575442
1783361576000,63725.99,1783361576481
1783361577000,63725.99,1783361577309
1783361578000,63725.99,1783361578572
1783361579000,63725.99,1783361579640
1783361580000,63726,1783361580533
1783361581000,63726,1783361581364
1783361582000,63726,1783361582324
1783361583000,63726,1783361583443
1783361584000,63725.99,1783361584296
1783361585000,63726,1783361585439
1783361586000,63725.99,1783361586415
1783361587000,63725.99,1783361587340
1783361588000,63725.99,1783361588318
1783361589000,63726,1783361589338
1783361590000,63726,1783361590477
1783361591000,63725.99,1783361591358
1783361592000,63725.99,1783361592355
1783361593000,63725.99,1783361593479
1783361594000,63725.99,1783361594440
1783361595000,63720,1783361595425
1783361596000,63704.36,1783361596327
1783361597000,63704,1783361597473
1783361598000,63701.22,1783361598340
1783361599000,63690.01,1783361599381
1783361600000,63688.32,1783361600448
1783361601000,63688.01,1783361601375
1783361602000,63688.01,1783361602304
1783361603000,63688.01,1783361603381
1783361604000,63688,1783361604590
1783361605000,63688.01,1783361605565
1783361606000,63688.01,1783361606465
1783361607000,63688.01,1783361607508
1783361608000,63684,1783361608325
1783361609000,63684,1783361609355
1783361610000,63684.01,1783361610581
1783361611000,63684.01,1783361611495
1783361612000,63684,1783361612547
1783361613000,63684,1783361613480
1783361614000,63684,1783361614528
1783361615000,63684,1783361615303
1783361616000,63684,1783361616350
1783361617000,63684,1783361617396
1783361618000,63684,1783361618522
1783361619000,63684,1783361619591
1783361620000,63684,1783361620411
1783361621000,63684,1783361621400
1783361622000,63684,1783361622578
1783361623000,63684,1783361623585
1783361624000,63684.01,1783361624514
1783361625000,63684.01,1783361625472
1783361626000,63684.01,1783361626452
1783361627000,63684,1783361627477
1783361628000,63684,1783361628505
1783361629000,63684,1783361629789
1783361630000,63684,1783361630652
1783361631000,63696,1783361631471
1783361632000,63695.22,1783361632391
1783361633000,63695.22,1783361633519
1783361634000,63695.22,1783361634425
1783361635000,63692.01,1783361635608
1783361636000,63690.01,1783361636698
1783361637000,63690.01,1783361637605
1783361638000,63690,1783361638630
1783361639000,63686.01,1783361639511
1783361640000,63686.01,1783361640437
1783361641000,63686,1783361641453
1783361642000,63686,1783361642632
1783361643000,63686,1783361643506
1783361644000,63686,1783361644473
1783361645000,63681.11,1783361645707
1783361646000,63681.11,1783361646728
1783361647000,63681.11,1783361647496
1783361648000,63681.11,1783361648571
1783361649000,63681.94,1783361649800
1783361650000,63683.99,1783361650563
1783361651000,63683.99,1783361651541
1783361652000,63685.99,1783361652451
1783361653000,63685.99,1783361653541
1783361654000,63685.99,1783361654478
1783361655000,63686,1783361655460
1783361656000,63686,1783361656495
1783361657000,63686,1783361657491
1783361658000,63685.99,1783361658505
1783361659000,63694.23,1783361659501
1783361660000,63694.23,1783361660474
1783361661000,63694.23,1783361661395
1783361662000,63694.23,1783361662447
1783361663000,63694.22,1783361663521
1783361664000,63694.22,1783361664419
1783361665000,63695.5,1783361665393
1783361666000,63695.5,1783361666450
1783361667000,63695.87,1783361667558
1783361668000,63695.87,1783361668437
1783361669000,63695.88,1783361669513
1783361670000,63695.88,1783361670543
1783361671000,63695.88,1783361671509
1783361672000,63695.87,1783361672636
1783361673000,63695.87,1783361673461
1783361674000,63695.87,1783361674493
1783361675000,63695.88,1783361675520
1783361676000,63695.87,1783361676496
1783361677000,63695.88,1783361677446
1783361678000,63695.87,1783361678601
1783361679000,63695.87,1783361679476
1783361680000,63695.87,1783361680480
1783361681000,63695.88,1783361681496
1783361682000,63695.88,1783361682570
1783361683000,63695.88,1783361683490
1783361684000,63695.87,1783361684618
1783361685000,63695.87,1783361685538
1783361686000,63695.88,1783361686562
1783361687000,63695.88,1783361687691
1783361688000,63695.87,1783361688509
1783361689000,63695.87,1783361689461
1783361690000,63695.87,1783361690408
1783361691000,63695.88,1783361691682
1783361692000,63695.87,1783361692502
1783361693000,63695.87,1783361693378
1783361694000,63695.88,1783361694500
1783361695000,63695.87,1783361695471
1783361696000,63695.87,1783361696599
1783361697000,63695.88,1783361697479
1783361698000,63695.88,1783361698543
1783361699000,63695.88,1783361699440
1783361700000,63695.88,1783361700694
1783361701000,63698.72,1783361701477
1783361702000,63703.99,1783361702549
1783361703000,63703.99,1783361703459
1783361704000,63704,1783361704541
1783361705000,63703.99,1783361705799
1783361706000,63703.99,1783361706530
1783361707000,63703.99,1783361707555
1783361708000,63703.99,1783361708360
1783361709000,63703.99,1783361709603
1783361710000,63704,1783361710362
1783361711000,63704,1783361711550
1783361712000,63704,1783361712638
1783361713000,63704,1783361713448
1783361714000,63706,1783361714439
1783361715000,63705.99,1783361715398
1783361716000,63706,1783361716430
1783361717000,63705.99,1783361717455
1783361718000,63705.99,1783361718410
1783361719000,63715.99,1783361719434
1783361720000,63718,1783361720560
1783361721000,63718,1783361721567
1783361722000,63718,1783361722610
1783361723000,63718,1783361723377
1783361724000,63717.99,1783361724554
1783361725000,63717.99,1783361725630
1783361726000,63717.99,1783361726434
1783361727000,63717.99,1783361727428
1783361728000,63717.99,1783361728547
1783361729000,63717.99,1783361729492
1783361730000,63718,1783361730536
1783361731000,63717.99,1783361731410
1783361732000,63717.99,1783361732419
1783361733000,63717.99,1783361733361
1783361734000,63717.99,1783361734691
1783361735000,63717.99,1783361735375
1783361736000,63726,1783361736335
1783361737000,63727.99,1783361737414
1783361738000,63727.99,1783361738492
1783361739000,63728,1783361739509
1783361740000,63727.99,1783361740370
1783361741000,63727.99,1783361741393
1783361742000,63728,1783361742528
1783361743000,63727.99,1783361743455
1783361744000,63728,1783361744455
1783361745000,63729.94,1783361745443
1783361746000,63729.93,1783361746367
1783361747000,63729.94,1783361747478
1783361748000,63729.93,1783361748415
1783361749000,63729.93,1783361749521
1783361750000,63729.94,1783361750614
1783361751000,63729.94,1783361751800
1783361752000,63729.94,1783361752369
1783361753000,63729.94,1783361753440
1783361754000,63729.94,1783361754376
1783361755000,63729.94,1783361755345
1783361756000,63729.93,1783361756455
1783361757000,63729.93,1783361757325
1783361758000,63729.93,1783361758410
1783361759000,63729.93,1783361759423
1783361760000,63729.93,1783361760497
1783361761000,63729.93,1783361761520
1783361762000,63733.99,1783361762363
1783361763000,63743.18,1783361763517
1783361764000,63743.87,1783361764444
1783361765000,63743.88,1783361765727
1783361766000,63745.45,1783361766339
1783361767000,63747,1783361767378
1783361768000,63747,1783361768345
1783361769000,63747,1783361769508
1783361770000,63747,1783361770460
1783361771000,63744.01,1783361771616
1783361772000,63744,1783361772530
1783361773000,63744,1783361773476
1783361774000,63744.01,1783361774490
1783361775000,63744,1783361775511
1783361776000,63744.01,1783361776574
1783361777000,63744.01,1783361777415
1783361778000,63744.01,1783361778418
1783361779000,63744.01,1783361779440
1783361780000,63744.01,1783361780399
1783361781000,63744.01,1783361781363
1783361782000,63744,1783361782428
1783361783000,63744,1783361783743
1783361784000,63744,1783361784767
1783361785000,63743.17,1783361785344
1783361786000,63743.17,1783361786352
1783361787000,63743.18,1783361787490
1783361788000,63743.18,1783361788554
1783361789000,63743.17,1783361789329
1783361790000,63743.18,1783361790500
1783361791000,63743.17,1783361791481
1783361792000,63734.01,1783361792544
1783361793000,63734,1783361793452
1783361794000,63713.93,1783361794401
1783361795000,63713.92,1783361795420
1783361796000,63719.6,1783361796453
1783361797000,63719.59,1783361797693
1783361798000,63719.6,1783361798393
1783361799000,63719.6,1783361799473
1783361800000,63719.59,1783361800433
1783361801000,63716.02,1783361801560
1783361802000,63716.02,1783361802585
1783361803000,63712.56,1783361803386
1783361804000,63716,1783361804529
1783361805000,63713.29,1783361805451
1783361806000,63713.29,1783361806577
1783361807000,63713.3,1783361807322
1783361808000,63713.29,1783361808522
1783361809000,63713.3,1783361809443
1783361810000,63713.29,1783361810423
1783361811000,63713.29,1783361811345
1783361812000,63713.29,1783361812345
1783361813000,63710.21,1783361813314
1783361814000,63710.21,1783361814667
1783361815000,63710.2,1783361815590
1783361816000,63710.21,1783361816416
1783361817000,63710.2,1783361817404
1783361818000,63710.21,1783361818567
1783361819000,63710.95,1783361819515
1783361820000,63710.95,1783361820607
1783361821000,63713.29,1783361821529
1783361822000,63713.29,1783361822551
1783361823000,63713.29,1783361823340
1783361824000,63713.3,1783361824447
1783361825000,63713.3,1783361825399
1783361826000,63713.29,1783361826406
1783361827000,63713.29,1783361827416
1783361828000,63713.29,1783361828543
1783361829000,63713.29,1783361829822
1783361830000,63713.3,1783361830368
1783361831000,63713.3,1783361831458
1783361832000,63713.29,1783361832587
1783361833000,63713.29,1783361833520
1783361834000,63710.21,1783361834535
1783361835000,63710.21,1783361835454
1783361836000,63710.21,1783361836436
1783361837000,63710.21,1783361837663
1783361838000,63710.21,1783361838524
1783361839000,63710.21,1783361839763
1783361840000,63710.21,1783361840438
1783361841000,63710.21,1783361841400
1783361842000,63710.22,1783361842412
1783361843000,63710.21,1783361843441
1783361844000,63710.22,1783361844485
1783361845000,63710.21,1783361845490
1783361846000,63710.22,1783361846420
1783361847000,63710.21,1783361847355
1783361848000,63710.21,1783361848461
1783361849000,63710.22,1783361849361
1783361850000,63710.21,1783361850407
1783361851000,63710.21,1783361851381
1783361852000,63710.22,1783361852555
1783361853000,63710.21,1783361853785
1783361854000,63710.21,1783361854341
1783361855000,63710.22,1783361855439
1783361856000,63710.22,1783361856560
1783361857000,63710.21,1783361857389
1783361858000,63710.21,1783361858344
1783361859000,63710.21,1783361859301
1783361860000,63710.21,1783361860450
1783361861000,63710.22,1783361861441
1783361862000,63710.22,1783361862335
1783361863000,63710.22,1783361863350
1783361864000,63710.21,1783361864551
1783361865000,63698.01,1783361865463
1783361866000,63694.49,1783361866586
1783361867000,63694.49,1783361867588
1783361868000,63694.49,1783361868437
1783361869000,63694.49,1783361869434
1783361870000,63694.49,1783361870373
1783361871000,63694.49,1783361871348
1783361872000,63694.49,1783361872377
1783361873000,63694.49,1783361873395
1783361874000,63694.5,1783361874478
1783361875000,63694.5,1783361875698
1783361876000,63694.49,1783361876416
1783361877000,63694.49,1783361877541
1783361878000,63694.49,1783361878310
1783361879000,63694.49,1783361879336
1783361880000,63694.49,1783361880355
1783361881000,63694.5,1783361881391
1783361882000,63694.49,1783361882375
1783361883000,63694.49,1783361883891
1783361884000,63694.49,1783361884506
1783361885000,63694.49,1783361885446
1783361886000,63694.49,1783361886553
1783361887000,63694.49,1783361887423
1783361888000,63694.49,1783361888347
1783361889000,63694.5,1783361889522
1783361890000,63694.5,1783361890546
1783361891000,63694.5,1783361891346
1783361892000,63694.5,1783361892401
1783361893000,63694.49,1783361893516
1783361894000,63694.5,1783361894412
1783361895000,63694.49,1783361895461
1783361896000,63694.49,1783361896487
1783361897000,63694.5,1783361897418
1783361898000,63694.01,1783361898385
1783361899000,63694.01,1783361899457
1783361900000,63684.01,1783361900378
1783361901000,63684.01,1783361901337
1783361902000,63684,1783361902425
1783361903000,63684,1783361903451
1783361904000,63682.01,1783361904320
1783361905000,63680,1783361905414
1783361906000,63680.01,1783361906540
1783361907000,63666.03,1783361907397
1783361908000,63652,1783361908364
1783361909000,63628.63,1783361909490
1783361910000,63626.01,1783361910416
1783361911000,63620.01,1783361911335
1783361912000,63620.01,1783361912428
1783361913000,63618.93,1783361913362
1783361914000,63616,1783361914374
1783361915000,63614.26,1783361915535
1783361916000,63614.25,1783361916464
1783361917000,63614.25,1783361917354
1783361918000,63619.99,1783361918301
1783361919000,63620,1783361919427
1783361920000,63620,1783361920314
1783361921000,63620,1783361921351
1783361922000,63629.4,1783361922309
1783361923000,63629.4,1783361923345
1783361924000,63629.41,1783361924393
1783361925000,63629.41,1783361925305
1783361926000,63629.4,1783361926340
1783361927000,63629.4,1783361927370
1783361928000,63629.41,1783361928334
1783361929000,63629.4,1783361929356
1783361930000,63629.4,1783361930505
1783361931000,63637.99,1783361931306
1783361932000,63638,1783361932429
1783361933000,63641.99,1783361933331
1783361934000,63646,1783361934328
1783361935000,63646,1783361935338
1783361936000,63645.99,1783361936533
1783361937000,63646,1783361937447
1783361938000,63646,1783361938445
1783361939000,63646,1783361939470
1783361940000,63645.99,1783361940433
1783361941000,63646,1783361941328
1783361942000,63647.42,1783361942626
1783361943000,63647.43,1783361943318
1783361944000,63647.43,1783361944432
1783361945000,63647.43,1783361945617
1783361946000,63647.43,1783361946571
1783361947000,63647.42,1783361947485
1783361948000,63647.42,1783361948519
1783361949000,63647.42,1783361949530
1783361950000,63647.42,1783361950459
1783361951000,63647.42,1783361951611
1783361952000,63647.43,1783361952695
1783361953000,63647.42,1783361953474
1783361954000,63647.43,1783361954479
1783361955000,63647.43,1783361955864
1783361956000,63647.42,1783361956561
1783361957000,63647.42,1783361957521
1783361958000,63647.42,1783361958492
1783361959000,63647.43,1783361959771
1783361960000,63647.42,1783361960487
1783361961000,63647.42,1783361961563
1783361962000,63647.42,1783361962519
1783361963000,63647.42,1783361963469
1783361964000,63647.42,1783361964473
1783361965000,63647.43,1783361965450
1783361966000,63647.43,1783361966436
1783361967000,63647.42,1783361967505
1783361968000,63647.42,1783361968562
1783361969000,63647.42,1783361969601
1783361970000,63647.43,1783361970523
1783361971000,63647.42,1783361971648
1783361972000,63647.42,1783361972569
1783361973000,63647.42,1783361973649
1783361974000,63647.43,1783361974413
1783361975000,63647.43,1783361975644
1783361976000,63647.42,1783361976566
1783361977000,63647.42,1783361977588
1783361978000,63647.42,1783361978665
1783361979000,63647.43,1783361979516
1783361980000,63647.43,1783361980407
1783361981000,63657.99,1783361981434
1783361982000,63668,1783361982488
1783361983000,63668,1783361983425
