recv_ms,asset,bid,ask
1783306451004,354502329389,0.39,0.4
1783306451968,165624313677,0.59,0.61
1783306451968,354502329389,0.39,0.41
1783306451968,354502329389,0.4,0.41
1783306451968,165624313677,0.59,0.6
1783306452000,354502329389,0.4,0.41
1783306452000,165624313677,0.59,0.6
1783306452065,165624313677,0.57,0.6
1783306452065,354502329389,0.4,0.43
1783306452067,354502329389,0.41,0.43
1783306452067,165624313677,0.57,0.59
1783306452071,354502329389,0.42,0.43
1783306452071,165624313677,0.57,0.58
1783306452174,165624313677,0.55,0.58
1783306452174,354502329389,0.42,0.45
1783306452175,354502329389,0.43,0.45
1783306452175,165624313677,0.55,0.57
1783306452175,354502329389,0.44,0.45
1783306452175,165624313677,0.55,0.56
1783306452210,354502329389,0.44,0.46
1783306452210,165624313677,0.54,0.56
1783306452214,354502329389,0.45,0.46
1783306452214,165624313677,0.54,0.55
1783306452338,165624313677,0.53,0.55
1783306452338,354502329389,0.45,0.47
1783306452338,354502329389,0.46,0.47
1783306452338,165624313677,0.53,0.54
1783306452538,165624313677,0.46,0.54
1783306452538,354502329389,0.46,0.54
1783306452540,354502329389,0.47,0.54
1783306452540,165624313677,0.46,0.53
1783306452540,354502329389,0.51,0.54
1783306452540,165624313677,0.46,0.49
1783306452577,165624313677,0.47,0.49
1783306452577,354502329389,0.51,0.53
1783306452581,354502329389,0.52,0.53
1783306452581,165624313677,0.47,0.48
1783306453000,165624313677,0.47,0.48
1783306453000,354502329389,0.52,0.53
1783306454000,354502329389,0.52,0.53
1783306454000,165624313677,0.47,0.48
1783306454540,165624313677,0.45,0.48
1783306454540,354502329389,0.52,0.55
1783306454540,354502329389,0.53,0.55
1783306454540,165624313677,0.45,0.47
1783306454546,354502329389,0.54,0.55
1783306454546,165624313677,0.45,0.46
1783306455199,354502329389,0.54,0.55
1783306455199,165624313677,0.45,0.46
1783306455656,354502329389,0.53,0.55
1783306455656,165624313677,0.45,0.47
1783306455660,165624313677,0.46,0.47
1783306455660,354502329389,0.53,0.54
1783306456019,165624313677,0.46,0.47
1783306456019,354502329389,0.53,0.54
1783306456191,354502329389,0.49,0.54
1783306456191,165624313677,0.46,0.51
1783306456196,165624313677,0.47,0.51
1783306456196,354502329389,0.49,0.53
1783306456196,165624313677,0.48,0.51
1783306456196,354502329389,0.49,0.52
1783306456201,165624313677,0.49,0.51
1783306456201,354502329389,0.49,0.51
1783306456215,165624313677,0.5,0.51
1783306456215,354502329389,0.49,0.5
1783306456303,165624313677,0.5,0.54
1783306456303,354502329389,0.46,0.5
1783306456305,165624313677,0.53,0.54
1783306456305,354502329389,0.46,0.47
1783306456984,165624313677,0.53,0.55
1783306456984,354502329389,0.45,0.47
1783306456986,165624313677,0.54,0.55
1783306456986,354502329389,0.45,0.46
1783306457005,165624313677,0.54,0.55
1783306457005,354502329389,0.45,0.46
1783306457760,354502329389,0.44,0.46
1783306457760,165624313677,0.54,0.56
1783306457760,165624313677,0.55,0.56
1783306457760,354502329389,0.44,0.45
1783306457875,354502329389,0.42,0.45
1783306457875,165624313677,0.55,0.58
1783306457876,165624313677,0.57,0.58
1783306457876,354502329389,0.42,0.43
1783306458007,165624313677,0.57,0.58
1783306458007,354502329389,0.42,0.43
1783306459000,165624313677,0.57,0.58
1783306459000,354502329389,0.42,0.43
1783306459419,165624313677,0.56,0.58
1783306459419,354502329389,0.42,0.44
1783306459419,354502329389,0.43,0.44
1783306459419,165624313677,0.56,0.57
1783306459498,165624313677,0.53,0.57
1783306459498,354502329389,0.43,0.47
1783306459498,354502329389,0.44,0.47
1783306459498,165624313677,0.53,0.56
1783306459503,354502329389,0.46,0.47
1783306459503,165624313677,0.53,0.54
1783306459551,165624313677,0.52,0.54
1783306459551,354502329389,0.46,0.48
1783306459584,354502329389,0.47,0.48
1783306459584,165624313677,0.52,0.53
1783306459609,165624313677,0.51,0.53
1783306459609,354502329389,0.47,0.49
1783306459615,165624313677,0.49,0.53
1783306459615,354502329389,0.47,0.51
1783306459633,354502329389,0.48,0.51
1783306459633,165624313677,0.49,0.52
1783306459643,354502329389,0.49,0.51
1783306459643,165624313677,0.49,0.51
1783306459643,354502329389,0.5,0.51
1783306459643,165624313677,0.49,0.5
1783306459709,354502329389,0.5,0.55
1783306459709,165624313677,0.45,0.5
1783306459720,354502329389,0.51,0.55
1783306459720,165624313677,0.45,0.49
1783306459738,354502329389,0.52,0.55
1783306459738,165624313677,0.45,0.48
1783306459747,354502329389,0.53,0.55
1783306459747,165624313677,0.45,0.47
1783306459761,354502329389,0.53,0.56
1783306459761,165624313677,0.44,0.47
1783306459766,165624313677,0.43,0.47
1783306459766,354502329389,0.53,0.57
1783306459784,165624313677,0.45,0.47
1783306459784,354502329389,0.53,0.55
1783306459786,354502329389,0.54,0.55
1783306459786,165624313677,0.45,0.46
1783306460008,165624313677,0.45,0.46
1783306460008,354502329389,0.54,0.55
1783306460949,165624313677,0.4,0.46
1783306460949,354502329389,0.54,0.6
1783306460975,354502329389,0.56,0.6
1783306460975,165624313677,0.4,0.44
1783306460984,354502329389,0.57,0.6
1783306460984,165624313677,0.4,0.43
1783306461004,354502329389,0.57,0.6
1783306461004,165624313677,0.4,0.43
1783306461026,354502329389,0.59,0.6
1783306461026,165624313677,0.4,0.41
1783306461242,165624313677,0.38,0.41
1783306461242,354502329389,0.59,0.62
1783306461242,165624313677,0.36,0.41
1783306461242,354502329389,0.59,0.64
1783306461242,165624313677,0.34,0.41
1783306461242,354502329389,0.59,0.66
1783306461248,165624313677,0.34,0.38
1783306461248,354502329389,0.62,0.66
1783306461308,165624313677,0.35,0.38
1783306461308,354502329389,0.62,0.65
1783306461335,165624313677,0.34,0.38
1783306461335,354502329389,0.62,0.66
1783306461354,165624313677,0.33,0.38
1783306461354,354502329389,0.62,0.67
1783306461354,354502329389,0.63,0.67
1783306461354,165624313677,0.33,0.37
1783306461548,165624313677,0.31,0.37
1783306461548,354502329389,0.63,0.69
1783306461549,165624313677,0.3,0.37
1783306461549,354502329389,0.63,0.7
1783306461551,354502329389,0.64,0.7
1783306461551,165624313677,0.3,0.36
1783306461551,354502329389,0.65,0.7
1783306461551,165624313677,0.3,0.35
1783306461551,165624313677,0.34,0.35
1783306461551,354502329389,0.65,0.66
1783306461609,165624313677,0.33,0.35
1783306461609,354502329389,0.65,0.67
1783306461634,354502329389,0.66,0.67
1783306461634,165624313677,0.33,0.34
1783306462001,165624313677,0.33,0.34
1783306462001,354502329389,0.66,0.67
1783306462210,165624313677,0.32,0.34
1783306462210,354502329389,0.66,0.68
1783306462210,354502329389,0.67,0.68
1783306462210,165624313677,0.32,0.33
1783306462440,354502329389,0.67,0.69
1783306462440,165624313677,0.31,0.33
1783306462440,354502329389,0.68,0.69
1783306462440,165624313677,0.31,0.32
1783306462469,354502329389,0.63,0.69
1783306462469,165624313677,0.31,0.37
1783306462476,165624313677,0.31,0.32
1783306462476,354502329389,0.68,0.69
1783306462502,165624313677,0.3,0.32
1783306462502,354502329389,0.68,0.7
1783306462506,354502329389,0.69,0.7
1783306462506,165624313677,0.3,0.31
1783306463002,165624313677,0.3,0.31
1783306463002,354502329389,0.69,0.7
1783306464108,354502329389,0.69,0.7
1783306464108,165624313677,0.3,0.31
1783306465034,354502329389,0.69,0.7
1783306465034,165624313677,0.3,0.31
1783306465362,354502329389,0.68,0.7
1783306465362,165624313677,0.3,0.32
1783306465362,165624313677,0.31,0.32
1783306465362,354502329389,0.68,0.69
1783306465487,354502329389,0.65,0.69
1783306465487,165624313677,0.31,0.35
1783306465489,165624313677,0.32,0.35
1783306465489,354502329389,0.65,0.68
1783306465494,165624313677,0.33,0.35
1783306465494,354502329389,0.65,0.67
1783306465494,165624313677,0.34,0.35
1783306465494,354502329389,0.65,0.66
1783306465509,165624313677,0.34,0.38
1783306465509,354502329389,0.62,0.66
1783306465510,165624313677,0.35,0.38
1783306465510,354502329389,0.62,0.65
1783306465511,165624313677,0.36,0.38
1783306465511,354502329389,0.62,0.64
1783306465515,165624313677,0.37,0.38
1783306465515,354502329389,0.62,0.63
1783306465541,165624313677,0.36,0.38
1783306465541,354502329389,0.62,0.64
1783306465546,165624313677,0.36,0.37
1783306465546,354502329389,0.63,0.64
1783306465548,165624313677,0.35,0.37
1783306465548,354502329389,0.63,0.65
1783306465551,354502329389,0.64,0.65
1783306465551,165624313677,0.35,0.36
1783306465607,165624313677,0.34,0.36
1783306465607,354502329389,0.64,0.66
1783306465614,354502329389,0.65,0.66
1783306465614,165624313677,0.34,0.35
1783306465844,165624313677,0.36,0.38
1783306465844,354502329389,0.62,0.64
1783306465868,354502329389,0.63,0.64
1783306465868,165624313677,0.36,0.37
1783306466008,165624313677,0.36,0.37
1783306466008,354502329389,0.63,0.64
1783306466156,165624313677,0.34,0.37
1783306466156,354502329389,0.63,0.66
1783306466156,354502329389,0.64,0.66
1783306466156,165624313677,0.34,0.36
1783306466157,354502329389,0.65,0.66
1783306466157,165624313677,0.34,0.35
1783306466567,165624313677,0.35,0.36
1783306466567,354502329389,0.64,0.65
1783306467004,165624313677,0.35,0.36
1783306467004,354502329389,0.64,0.65
1783306467103,165624313677,0.34,0.36
1783306467103,354502329389,0.64,0.66
1783306467106,354502329389,0.65,0.66
1783306467106,165624313677,0.34,0.35
1783306467130,354502329389,0.65,0.68
1783306467130,165624313677,0.32,0.35
1783306467132,354502329389,0.66,0.68
1783306467132,165624313677,0.32,0.34
1783306467137,354502329389,0.66,0.67
1783306467137,165624313677,0.33,0.34
1783306467156,165624313677,0.32,0.34
1783306467156,354502329389,0.66,0.68
1783306467164,354502329389,0.67,0.68
1783306467164,165624313677,0.32,0.33
1783306467192,354502329389,0.67,0.69
1783306467192,165624313677,0.31,0.33
1783306467193,354502329389,0.68,0.69
1783306467193,165624313677,0.31,0.32
1783306468102,354502329389,0.68,0.69
1783306468102,165624313677,0.31,0.32
1783306468307,165624313677,0.25,0.32
1783306468307,354502329389,0.68,0.75
1783306468315,354502329389,0.69,0.75
1783306468315,165624313677,0.25,0.31
1783306468318,354502329389,0.71,0.75
1783306468318,165624313677,0.25,0.29
1783306468324,354502329389,0.72,0.75
1783306468324,165624313677,0.25,0.28
1783306468334,354502329389,0.72,0.74
1783306468334,165624313677,0.26,0.28
1783306468336,354502329389,0.73,0.74
1783306468336,165624313677,0.26,0.27
1783306468383,354502329389,0.72,0.74
1783306468383,165624313677,0.26,0.28
1783306468383,165624313677,0.27,0.28
1783306468383,354502329389,0.72,0.73
1783306468415,354502329389,0.7,0.73
1783306468415,165624313677,0.27,0.3
1783306468415,354502329389,0.72,0.73
1783306468415,165624313677,0.27,0.28
1783306468444,354502329389,0.7,0.73
1783306468444,165624313677,0.27,0.3
1783306468453,165624313677,0.29,0.3
1783306468453,354502329389,0.7,0.71
1783306468473,354502329389,0.69,0.71
1783306468473,165624313677,0.29,0.31
1783306468478,165624313677,0.3,0.31
1783306468478,354502329389,0.69,0.7
1783306468718,165624313677,0.29,0.31
1783306468718,354502329389,0.69,0.71
1783306468718,354502329389,0.7,0.71
1783306468718,165624313677,0.29,0.3
1783306468737,165624313677,0.25,0.3
1783306468737,354502329389,0.7,0.75
1783306468744,354502329389,0.72,0.75
1783306468744,165624313677,0.25,0.28
1783306468746,354502329389,0.73,0.75
1783306468746,165624313677,0.25,0.27
1783306468754,354502329389,0.74,0.75
1783306468754,165624313677,0.25,0.26
1783306469006,165624313677,0.25,0.26
1783306469006,354502329389,0.74,0.75
1783306469034,165624313677,0.28,0.31
1783306469034,354502329389,0.69,0.72
1783306469060,165624313677,0.26,0.31
1783306469060,354502329389,0.69,0.74
1783306469065,165624313677,0.28,0.31
1783306469065,354502329389,0.69,0.72
1783306469076,354502329389,0.7,0.72
1783306469076,165624313677,0.28,0.3
1783306469077,165624313677,0.29,0.3
1783306469077,354502329389,0.7,0.71
1783306469235,165624313677,0.26,0.3
1783306469235,354502329389,0.7,0.74
1783306469237,354502329389,0.71,0.74
1783306469237,165624313677,0.26,0.29
1783306469240,354502329389,0.72,0.74
1783306469240,165624313677,0.26,0.28
1783306469241,354502329389,0.73,0.74
1783306469241,165624313677,0.26,0.27
1783306470150,354502329389,0.73,0.74
1783306470150,165624313677,0.26,0.27
1783306471071,165624313677,0.26,0.27
1783306471071,354502329389,0.73,0.74
1783306472002,354502329389,0.73,0.74
1783306472002,165624313677,0.26,0.27
1783306473120,354502329389,0.73,0.74
1783306473120,165624313677,0.26,0.27
1783306473427,165624313677,0.24,0.27
1783306473427,354502329389,0.73,0.76
1783306473427,354502329389,0.74,0.76
1783306473427,165624313677,0.24,0.26
1783306473427,354502329389,0.75,0.76
1783306473427,165624313677,0.24,0.25
1783306473485,354502329389,0.73,0.76
1783306473485,165624313677,0.24,0.27
1783306473491,165624313677,0.25,0.27
1783306473491,354502329389,0.73,0.75
1783306473498,165624313677,0.26,0.27
1783306473498,354502329389,0.73,0.74
1783306473592,165624313677,0.25,0.27
1783306473592,354502329389,0.73,0.75
1783306473644,354502329389,0.74,0.75
1783306473644,165624313677,0.25,0.26
1783306474000,165624313677,0.25,0.26
1783306474000,354502329389,0.74,0.75
1783306474637,165624313677,0.24,0.26
1783306474637,354502329389,0.74,0.76
1783306474637,354502329389,0.75,0.76
1783306474637,165624313677,0.24,0.25
1783306475168,354502329389,0.75,0.76
1783306475168,165624313677,0.24,0.25
1783306475270,165624313677,0.22,0.25
1783306475270,354502329389,0.75,0.78
1783306475270,354502329389,0.76,0.78
1783306475270,165624313677,0.22,0.24
1783306475270,354502329389,0.77,0.78
1783306475270,165624313677,0.22,0.23
1783306476089,354502329389,0.77,0.78
1783306476089,165624313677,0.22,0.23
1783306476362,354502329389,0.76,0.78
1783306476362,165624313677,0.22,0.24
1783306476362,165624313677,0.23,0.24
1783306476362,354502329389,0.76,0.77
1783306476807,165624313677,0.22,0.24
1783306476807,354502329389,0.76,0.78
1783306476807,354502329389,0.77,0.78
1783306476807,165624313677,0.22,0.23
1783306477113,354502329389,0.77,0.78
1783306477113,165624313677,0.22,0.23
1783306477114,165624313677,0.21,0.23
1783306477114,354502329389,0.77,0.79
1783306477114,354502329389,0.78,0.79
1783306477114,165624313677,0.21,0.22
1783306478035,354502329389,0.78,0.79
1783306478035,165624313677,0.21,0.22
1783306478854,165624313677,0.2,0.22
1783306478854,354502329389,0.78,0.8
1783306478855,354502329389,0.79,0.8
1783306478855,165624313677,0.2,0.21
1783306479004,354502329389,0.79,0.8
1783306479004,165624313677,0.2,0.21
1783306479674,165624313677,0.17,0.21
1783306479674,354502329389,0.79,0.83
1783306479675,354502329389,0.8,0.83
1783306479675,165624313677,0.17,0.2
1783306479675,354502329389,0.81,0.83
1783306479675,165624313677,0.17,0.19
1783306479675,354502329389,0.82,0.83
1783306479675,165624313677,0.17,0.18
1783306479776,354502329389,0.83,0.84
1783306479776,165624313677,0.16,0.17
1783306480026,354502329389,0.83,0.84
1783306480026,165624313677,0.16,0.17
1783306481004,165624313677,0.16,0.17
1783306481004,354502329389,0.83,0.84
1783306481871,354502329389,0.78,0.84
1783306481871,165624313677,0.16,0.22
1783306481871,165624313677,0.17,0.22
1783306481871,354502329389,0.78,0.83
1783306481871,165624313677,0.18,0.22
1783306481871,354502329389,0.78,0.82
1783306481884,165624313677,0.19,0.22
1783306481884,354502329389,0.78,0.81
1783306481887,354502329389,0.79,0.81
1783306481887,165624313677,0.19,0.21
1783306481894,165624313677,0.2,0.21
1783306481894,354502329389,0.79,0.8
1783306481917,165624313677,0.19,0.21
1783306481917,354502329389,0.79,0.81
1783306481918,354502329389,0.8,0.81
1783306481918,165624313677,0.19,0.2
1783306481924,165624313677,0.18,0.2
1783306481924,354502329389,0.8,0.82
1783306481924,354502329389,0.81,0.82
1783306481924,165624313677,0.18,0.19
1783306481938,165624313677,0.16,0.19
1783306481938,354502329389,0.81,0.84
1783306481939,354502329389,0.82,0.84
1783306481939,165624313677,0.16,0.18
1783306481944,354502329389,0.83,0.84
1783306481944,165624313677,0.16,0.17
1783306482000,354502329389,0.83,0.84
1783306482000,165624313677,0.16,0.17
1783306483030,354502329389,0.83,0.84
1783306483030,165624313677,0.16,0.17
1783306483427,165624313677,0.16,0.22
1783306483427,354502329389,0.78,0.84
1783306483433,165624313677,0.18,0.22
1783306483433,354502329389,0.78,0.82
1783306483445,165624313677,0.19,0.22
1783306483445,354502329389,0.78,0.81
1783306483460,354502329389,0.79,0.81
1783306483460,165624313677,0.19,0.21
1783306483462,354502329389,0.8,0.81
1783306483462,165624313677,0.19,0.2
1783306483482,165624313677,0.18,0.2
1783306483482,354502329389,0.8,0.82
1783306483483,354502329389,0.81,0.82
1783306483483,165624313677,0.18,0.19
1783306483517,165624313677,0.16,0.19
1783306483517,354502329389,0.81,0.84
1783306483518,354502329389,0.83,0.84
1783306483518,165624313677,0.16,0.17
1783306484076,165624313677,0.16,0.17
1783306484076,354502329389,0.83,0.84
1783306484690,165624313677,0.14,0.17
1783306484690,354502329389,0.83,0.86
1783306484691,354502329389,0.84,0.86
1783306484691,165624313677,0.14,0.16
1783306484691,354502329389,0.85,0.86
1783306484691,165624313677,0.14,0.15
1783306484864,165624313677,0.13,0.15
1783306484864,354502329389,0.85,0.87
1783306484869,354502329389,0.86,0.87
1783306484869,165624313677,0.13,0.14
1783306485003,354502329389,0.86,0.87
1783306485003,165624313677,0.13,0.14
1783306485563,165624313677,0.14,0.15
1783306485563,354502329389,0.85,0.86
1783306486028,354502329389,0.85,0.86
1783306486028,165624313677,0.14,0.15
1783306486101,165624313677,0.13,0.15
1783306486101,354502329389,0.85,0.87
1783306486125,165624313677,0.14,0.15
1783306486125,354502329389,0.85,0.86
1783306486432,165624313677,0.13,0.15
1783306486432,354502329389,0.85,0.87
1783306486636,354502329389,0.86,0.87
1783306486636,165624313677,0.13,0.14
1783306486661,354502329389,0.85,0.87
1783306486661,165624313677,0.13,0.15
1783306486740,165624313677,0.12,0.15
1783306486740,354502329389,0.85,0.88
1783306486740,165624313677,0.13,0.15
1783306486740,354502329389,0.85,0.87
1783306486740,165624313677,0.12,0.15
1783306486740,354502329389,0.85,0.88
1783306486741,354502329389,0.87,0.88
1783306486741,165624313677,0.12,0.13
1783306487046,354502329389,0.87,0.88
1783306487046,165624313677,0.12,0.13
1783306487376,165624313677,0.11,0.13
1783306487376,354502329389,0.87,0.89
1783306487377,354502329389,0.88,0.89
1783306487377,165624313677,0.11,0.12
1783306488071,354502329389,0.88,0.89
1783306488071,165624313677,0.11,0.12
1783306488071,354502329389,0.86,0.89
1783306488071,165624313677,0.11,0.14
1783306488071,165624313677,0.1,0.14
1783306488071,354502329389,0.86,0.9
1783306488071,354502329389,0.87,0.9
1783306488071,165624313677,0.1,0.13
1783306488071,165624313677,0.11,0.13
1783306488071,354502329389,0.87,0.89
1783306488072,165624313677,0.12,0.13
1783306488072,354502329389,0.87,0.88
1783306488114,165624313677,0.11,0.13
1783306488114,354502329389,0.87,0.89
1783306488119,165624313677,0.1,0.13
1783306488119,354502329389,0.87,0.9
1783306488119,165624313677,0.12,0.13
1783306488119,354502329389,0.87,0.88
1783306488166,165624313677,0.11,0.13
1783306488166,354502329389,0.87,0.89
1783306488174,354502329389,0.87,0.9
1783306488174,165624313677,0.1,0.13
1783306488186,354502329389,0.89,0.9
1783306488186,165624313677,0.1,0.11
1783306488431,165624313677,0.09,0.11
1783306488431,354502329389,0.89,0.91
1783306488457,165624313677,0.06,0.11
1783306488457,354502329389,0.89,0.94
1783306488474,165624313677,0.05,0.11
1783306488474,354502329389,0.89,0.95
1783306488485,354502329389,0.9,0.95
1783306488485,165624313677,0.05,0.1
1783306488487,354502329389,0.92,0.95
1783306488487,165624313677,0.05,0.08
1783306488507,354502329389,0.93,0.95
1783306488507,165624313677,0.05,0.07
1783306488570,165624313677,0.04,0.07
1783306488570,354502329389,0.93,0.96
1783306488621,354502329389,0.92,0.96
1783306488621,165624313677,0.04,0.08
1783306488633,354502329389,0.94,0.96
1783306488633,165624313677,0.04,0.06
1783306488644,354502329389,0.93,0.96
1783306488644,165624313677,0.04,0.07
1783306488654,165624313677,0.03,0.07
1783306488654,354502329389,0.93,0.97
1783306488670,354502329389,0.94,0.97
1783306488670,165624313677,0.03,0.06
1783306488706,354502329389,0.95,0.97
1783306488706,165624313677,0.03,0.05
1783306488719,354502329389,0.96,0.97
1783306488719,165624313677,0.03,0.04
1783306488730,354502329389,0.95,0.97
1783306488730,165624313677,0.03,0.05
1783306488734,354502329389,0.96,0.97
1783306488734,165624313677,0.03,0.04
1783306489095,354502329389,0.96,0.97
1783306489095,165624313677,0.03,0.04
1783306489200,165624313677,0.02,0.04
1783306489200,354502329389,0.96,0.98
1783306489213,354502329389,0.97,0.98
1783306489213,165624313677,0.02,0.03
1783306489261,354502329389,0.96,0.98
1783306489261,165624313677,0.02,0.04
1783306489300,354502329389,0.97,0.98
1783306489300,165624313677,0.02,0.03
1783306489609,165624313677,0.01,0.03
1783306489609,354502329389,0.97,0.99
1783306489609,354502329389,0.98,0.99
1783306489609,165624313677,0.01,0.02
1783306490008,354502329389,0.98,0.99
1783306490008,165624313677,0.01,0.02
1783306490606,165624313677,0,0.02
1783306490606,354502329389,0.98,1
1783306490612,354502329389,0.99,1
1783306490612,165624313677,0,0.01
1783306491037,354502329389,0.99,1
1783306491037,165624313677,0,0.01
1783306492015,354502329389,0.99,1
1783306492015,165624313677,0,0.01
1783306493190,354502329389,0.99,1
1783306493190,165624313677,0,0.01
1783306494032,354502329389,0.99,1
1783306494032,165624313677,0,0.01
1783306495002,354502329389,0.99,1
1783306495002,165624313677,0,0.01
1783306496006,354502329389,0.99,1
1783306496006,165624313677,0,0.01
1783306497081,354502329389,0.99,1
1783306497081,165624313677,0,0.01
1783306498002,354502329389,0.99,1
1783306498002,165624313677,0,0.01
1783306499024,354502329389,0.99,1
1783306499024,165624313677,0,0.01
1783306500030,354502329389,0.99,1
1783306500030,165624313677,0,0.01
1783306501001,354502329389,0.99,1
1783306501001,165624313677,0,0.01
1783306502004,354502329389,0.99,1
1783306502004,165624313677,0,0.01
1783306502845,595893578551,0.54,0.55
1783306502845,457114725137,0.45,0.46
1783306503005,354502329389,0.99,1
1783306503005,165624313677,0,0.01
1783306503005,595893578551,0.54,0.55
1783306503005,457114725137,0.45,0.46
1783306503365,595893578551,0.55,0.56
1783306503365,457114725137,0.44,0.45
1783306503703,457114725137,0.43,0.45
1783306503703,595893578551,0.55,0.57
1783306503708,595893578551,0.56,0.57
1783306503708,457114725137,0.43,0.44
1783306504080,595893578551,0.56,0.57
1783306504080,457114725137,0.43,0.44
1783306504113,354502329389,0.99,1
1783306504113,165624313677,0,0.01
1783306504823,457114725137,0.42,0.44
1783306504823,595893578551,0.56,0.58
1783306504862,457114725137,0.43,0.44
1783306504862,595893578551,0.56,0.57
1783306505171,595893578551,0.56,0.57
1783306505171,457114725137,0.43,0.44
1783306505173,354502329389,0.99,1
1783306505173,165624313677,0,0.01
1783306505275,457114725137,0.43,0.45
1783306505275,595893578551,0.55,0.57
1783306505276,457114725137,0.44,0.45
1783306505276,595893578551,0.55,0.56
1783306506007,595893578551,0.55,0.56
1783306506007,457114725137,0.44,0.45
1783306506052,354502329389,0.99,1
1783306506052,165624313677,0,0.01
1783306506451,595893578551,0.54,0.56
1783306506451,457114725137,0.44,0.46
1783306506452,457114725137,0.45,0.46
1783306506452,595893578551,0.54,0.55
1783306507117,457114725137,0.45,0.46
1783306507117,595893578551,0.54,0.55
1783306507117,354502329389,0.99,1
1783306507117,165624313677,0,0.01
1783306508038,457114725137,0.45,0.46
1783306508038,595893578551,0.54,0.55
1783306508039,354502329389,0.99,1
1783306508039,165624313677,0,0.01
1783306508394,595893578551,0.53,0.55
1783306508394,457114725137,0.45,0.47
1783306508395,457114725137,0.46,0.47
1783306508395,595893578551,0.53,0.54
1783306509165,457114725137,0.46,0.47
1783306509165,595893578551,0.53,0.54
1783306509165,354502329389,0.99,1
1783306509165,165624313677,0,0.01
1783306509191,595893578551,0.5,0.54
1783306509191,457114725137,0.46,0.5
1783306509194,457114725137,0.47,0.5
1783306509194,595893578551,0.5,0.53
1783306509197,457114725137,0.49,0.5
1783306509197,595893578551,0.5,0.51
1783306509202,457114725137,0.48,0.5
1783306509202,595893578551,0.5,0.52
1783306509209,457114725137,0.49,0.5
1783306509209,595893578551,0.5,0.51
1783306510007,595893578551,0.5,0.51
1783306510007,457114725137,0.49,0.5
1783306510025,354502329389,0.99,1
1783306510025,165624313677,0,0.01
1783306511008,457114725137,0.49,0.5
1783306511008,595893578551,0.5,0.51
1783306511009,354502329389,0.99,1
1783306511009,165624313677,0,0.01
1783306512134,595893578551,0.5,0.51
1783306512134,457114725137,0.49,0.5
1783306512135,354502329389,0.99,1
1783306512135,165624313677,0,0.01
1783306512648,457114725137,0.47,0.5
1783306512648,595893578551,0.5,0.53
1783306512661,457114725137,0.48,0.5
1783306512661,595893578551,0.5,0.52
1783306512663,595893578551,0.51,0.52
1783306512663,457114725137,0.48,0.49
1783306512699,457114725137,0.47,0.49
1783306512699,595893578551,0.51,0.53
1783306512729,595893578551,0.52,0.53
1783306512729,457114725137,0.47,0.48
1783306513002,595893578551,0.52,0.53
1783306513002,457114725137,0.47,0.48
1783306513024,354502329389,0.99,1
1783306513024,165624313677,0,0.01
1783306513586,595893578551,0.51,0.53
1783306513586,457114725137,0.47,0.49
1783306513589,457114725137,0.48,0.49
1783306513589,595893578551,0.51,0.52
1783306514001,595893578551,0.51,0.52
1783306514001,457114725137,0.48,0.49
1783306514212,354502329389,0.99,1
1783306514212,165624313677,0,0.01
1783306515001,595893578551,0.51,0.52
1783306515001,457114725137,0.48,0.49
1783306516004,595893578551,0.51,0.52
1783306516004,457114725137,0.48,0.49
1783306516948,457114725137,0.47,0.49
1783306516948,595893578551,0.51,0.53
1783306516948,595893578551,0.52,0.53
1783306516948,457114725137,0.47,0.48
1783306517000,595893578551,0.52,0.53
1783306517000,457114725137,0.47,0.48
1783306517085,354502329389,0.99,1
1783306517085,165624313677,0,0.01
1783306517255,457114725137,0.46,0.48
1783306517255,595893578551,0.52,0.54
1783306517255,595893578551,0.53,0.54
1783306517255,457114725137,0.46,0.47
1783306518000,595893578551,0.53,0.54
1783306518000,457114725137,0.46,0.47
1783306519010,165624313677,0,0.01
1783306519010,354502329389,0.99,1
1783306519012,595893578551,0.53,0.54
1783306519012,457114725137,0.46,0.47
1783306520122,457114725137,0.46,0.47
1783306520122,595893578551,0.53,0.54
1783306520784,595893578551,0.53,0.55
1783306520784,457114725137,0.45,0.47
1783306520784,595893578551,0.54,0.55
1783306520784,457114725137,0.45,0.46
1783306520784,457114725137,0.43,0.46
1783306520784,595893578551,0.54,0.57
1783306520785,595893578551,0.56,0.57
1783306520785,457114725137,0.43,0.44
1783306521044,457114725137,0.43,0.44
1783306521044,595893578551,0.56,0.57
1783306522035,595893578551,0.56,0.57
1783306522035,457114725137,0.43,0.44
1783306522273,595893578551,0.55,0.57
1783306522273,457114725137,0.43,0.45
1783306522274,457114725137,0.44,0.45
1783306522274,595893578551,0.55,0.56
1783306522618,354502329389,0.99,1
1783306522618,165624313677,0,0.01
1783306523005,595893578551,0.55,0.56
1783306523005,457114725137,0.44,0.45
1783306523224,354502329389,0.99,1
1783306523224,165624313677,0,0.01
1783306524000,595893578551,0.55,0.56
1783306524000,457114725137,0.44,0.45
1783306525037,457114725137,0.44,0.45
1783306525037,595893578551,0.55,0.56
1783306525475,354502329389,0.99,1
1783306525475,165624313677,0,0.01
1783306526061,595893578551,0.55,0.56
1783306526061,457114725137,0.44,0.45
1783306526716,354502329389,0.99,1
1783306526716,165624313677,0,0.01
1783306527188,595893578551,0.55,0.56
1783306527188,457114725137,0.44,0.45
1783306527271,354502329389,0.99,1
1783306527271,165624313677,0,0.01
