recv_ms,asset,bid,ask
1783289423037,853817632223,0.58,0.59
1783289423037,245613101108,0.41,0.42
1783289423377,369857526014,0.99,1
1783289423377,566926177208,0,0.01
1783289424062,853817632223,0.58,0.59
1783289424062,245613101108,0.41,0.42
1783289424779,245613101108,0.4,0.42
1783289424779,853817632223,0.58,0.6
1783289424779,853817632223,0.59,0.6
1783289424779,245613101108,0.4,0.41
1783289425005,853817632223,0.59,0.6
1783289425005,245613101108,0.4,0.41
1783289426110,853817632223,0.59,0.6
1783289426110,245613101108,0.4,0.41
1783289427031,245613101108,0.4,0.41
1783289427031,853817632223,0.59,0.6
1783289427732,245613101108,0.39,0.41
1783289427732,853817632223,0.59,0.61
1783289427734,853817632223,0.6,0.61
1783289427734,245613101108,0.39,0.4
1783289428006,853817632223,0.6,0.61
1783289428006,245613101108,0.39,0.4
1783289429003,853817632223,0.6,0.61
1783289429003,245613101108,0.39,0.4
1783289430006,853817632223,0.6,0.61
1783289430006,245613101108,0.39,0.4
1783289430228,369857526014,0.99,1
1783289430228,566926177208,0,0.01
1783289430960,245613101108,0.38,0.4
1783289430960,853817632223,0.6,0.62
1783289431008,245613101108,0.38,0.4
1783289431008,853817632223,0.6,0.62
1783289431009,853817632223,0.61,0.62
1783289431009,245613101108,0.38,0.39
1783289431030,369857526014,0.99,1
1783289431030,566926177208,0,0.01
1783289432001,245613101108,0.38,0.39
1783289432001,853817632223,0.61,0.62
1783289432255,245613101108,0.37,0.39
1783289432255,853817632223,0.61,0.63
1783289432255,853817632223,0.62,0.63
1783289432255,245613101108,0.37,0.38
1783289432256,369857526014,0.99,1
1783289432256,566926177208,0,0.01
1783289433035,245613101108,0.37,0.38
1783289433035,853817632223,0.62,0.63
1783289434003,245613101108,0.37,0.38
1783289434003,853817632223,0.62,0.63
1783289435019,853817632223,0.62,0.63
1783289435019,245613101108,0.37,0.38
1783289436043,853817632223,0.62,0.63
1783289436043,245613101108,0.37,0.38
1783289437067,853817632223,0.62,0.63
1783289437067,245613101108,0.37,0.38
1783289437068,853817632223,0.6,0.63
1783289437068,245613101108,0.37,0.4
1783289437074,245613101108,0.39,0.4
1783289437074,853817632223,0.6,0.61
1783289437374,853817632223,0.59,0.61
1783289437374,245613101108,0.39,0.41
1783289437374,245613101108,0.4,0.41
1783289437374,853817632223,0.59,0.6
1783289437939,369857526014,0.99,1
1783289437939,566926177208,0,0.01
1783289438004,245613101108,0.4,0.41
1783289438004,853817632223,0.59,0.6
1783289438213,369857526014,0.99,1
1783289438213,566926177208,0,0.01
1783289438399,245613101108,0.39,0.41
1783289438399,853817632223,0.59,0.61
1783289438408,853817632223,0.6,0.61
1783289438408,245613101108,0.39,0.4
1783289439013,245613101108,0.39,0.4
1783289439013,853817632223,0.6,0.61
1783289439200,369857526014,0.99,1
1783289439200,566926177208,0,0.01
1783289439544,245613101108,0.33,0.4
1783289439544,853817632223,0.6,0.67
1783289439547,853817632223,0.62,0.67
1783289439547,245613101108,0.33,0.38
1783289439601,853817632223,0.65,0.67
1783289439601,245613101108,0.33,0.35
1783289439602,853817632223,0.66,0.67
1783289439602,245613101108,0.33,0.34
1783289439643,853817632223,0.61,0.67
1783289439643,245613101108,0.33,0.39
1783289439651,853817632223,0.63,0.67
1783289439651,245613101108,0.33,0.37
1783289439657,853817632223,0.64,0.67
1783289439657,245613101108,0.33,0.36
1783289439680,853817632223,0.65,0.67
1783289439680,245613101108,0.33,0.35
1783289439936,853817632223,0.66,0.67
1783289439936,245613101108,0.33,0.34
1783289440002,853817632223,0.66,0.67
1783289440002,245613101108,0.33,0.34
1783289440119,245613101108,0.32,0.34
1783289440119,853817632223,0.66,0.68
1783289440130,853817632223,0.67,0.68
1783289440130,245613101108,0.32,0.33
1783289440438,369857526014,0.99,1
1783289440438,566926177208,0,0.01
1783289440651,245613101108,0.31,0.33
1783289440651,853817632223,0.67,0.69
1783289440651,853817632223,0.68,0.69
1783289440651,245613101108,0.31,0.32
1783289440651,245613101108,0.3,0.32
1783289440651,853817632223,0.68,0.7
1783289440651,853817632223,0.69,0.7
1783289440651,245613101108,0.3,0.31
1783289441061,853817632223,0.69,0.7
1783289441061,245613101108,0.3,0.31
1783289441280,245613101108,0.29,0.31
1783289441280,853817632223,0.69,0.71
1783289441284,853817632223,0.7,0.71
1783289441284,245613101108,0.29,0.3
1783289442011,245613101108,0.29,0.3
1783289442011,853817632223,0.7,0.71
1783289443000,853817632223,0.7,0.71
1783289443000,245613101108,0.29,0.3
1783289443298,853817632223,0.69,0.71
1783289443298,245613101108,0.29,0.31
1783289443298,245613101108,0.3,0.31
1783289443298,853817632223,0.69,0.7
1783289443456,245613101108,0.31,0.32
1783289443456,853817632223,0.68,0.69
1783289444029,853817632223,0.68,0.69
1783289444029,245613101108,0.31,0.32
1783289444414,369857526014,0.99,1
1783289444414,566926177208,0,0.01
1783289445055,245613101108,0.31,0.32
1783289445055,853817632223,0.68,0.69
1783289445772,245613101108,0.3,0.32
1783289445772,853817632223,0.68,0.7
1783289445772,853817632223,0.69,0.7
1783289445772,245613101108,0.3,0.31
1783289445773,245613101108,0.29,0.31
1783289445773,853817632223,0.69,0.71
1783289445773,853817632223,0.7,0.71
1783289445773,245613101108,0.29,0.3
1783289445926,853817632223,0.69,0.71
1783289445926,245613101108,0.29,0.31
1783289445928,245613101108,0.3,0.31
1783289445928,853817632223,0.69,0.7
1783289446000,853817632223,0.69,0.7
1783289446000,245613101108,0.3,0.31
1783289446474,853817632223,0.68,0.7
1783289446474,245613101108,0.3,0.32
1783289446474,245613101108,0.31,0.32
1783289446474,853817632223,0.68,0.69
1783289446571,853817632223,0.67,0.69
1783289446571,245613101108,0.31,0.33
1783289446574,245613101108,0.32,0.33
1783289446574,853817632223,0.67,0.68
1783289446899,369857526014,0.99,1
1783289446899,566926177208,0,0.01
1783289447000,853817632223,0.67,0.68
1783289447000,245613101108,0.32,0.33
1783289447410,853817632223,0.66,0.68
1783289447410,245613101108,0.32,0.34
1783289447424,853817632223,0.64,0.68
1783289447424,245613101108,0.32,0.36
1783289447426,853817632223,0.66,0.68
1783289447426,245613101108,0.32,0.34
1783289447441,853817632223,0.64,0.68
1783289447441,245613101108,0.32,0.36
1783289447467,245613101108,0.33,0.36
1783289447467,853817632223,0.64,0.67
1783289447488,853817632223,0.65,0.67
1783289447488,245613101108,0.33,0.35
1783289447488,245613101108,0.34,0.35
1783289447488,853817632223,0.65,0.66
1783289447509,853817632223,0.64,0.66
1783289447509,245613101108,0.34,0.36
1783289447530,853817632223,0.65,0.66
1783289447530,245613101108,0.34,0.35
1783289447695,369857526014,0.99,1
1783289447695,566926177208,0,0.01
1783289448024,245613101108,0.34,0.35
1783289448024,853817632223,0.65,0.66
1783289449001,245613101108,0.34,0.35
1783289449001,853817632223,0.65,0.66
1783289449255,853817632223,0.66,0.67
1783289449255,245613101108,0.33,0.34
1783289449544,245613101108,0.31,0.34
1783289449544,853817632223,0.66,0.69
1783289449551,853817632223,0.67,0.69
1783289449551,245613101108,0.31,0.33
1783289449551,853817632223,0.68,0.69
1783289449551,245613101108,0.31,0.32
1783289450014,853817632223,0.68,0.69
1783289450014,245613101108,0.31,0.32
1783289450081,369857526014,0.99,1
1783289450081,566926177208,0,0.01
1783289451000,853817632223,0.68,0.69
1783289451000,245613101108,0.31,0.32
1783289451199,369857526014,0.99,1
1783289451199,566926177208,0,0.01
1783289451433,245613101108,0.3,0.32
1783289451433,853817632223,0.68,0.7
1783289451433,853817632223,0.69,0.7
1783289451433,245613101108,0.3,0.31
1783289451559,245613101108,0.29,0.31
1783289451559,853817632223,0.69,0.71
1783289451566,853817632223,0.7,0.71
1783289451566,245613101108,0.29,0.3
1783289451567,245613101108,0.27,0.3
1783289451567,853817632223,0.7,0.73
1783289451585,853817632223,0.71,0.73
1783289451585,245613101108,0.27,0.29
1783289451587,853817632223,0.72,0.73
1783289451587,245613101108,0.27,0.28
1783289452018,853817632223,0.72,0.73
1783289452018,245613101108,0.27,0.28
1783289452019,369857526014,0.99,1
1783289452019,566926177208,0,0.01
1783289452019,245613101108,0.26,0.28
1783289452019,853817632223,0.72,0.74
1783289452020,853817632223,0.73,0.74
1783289452020,245613101108,0.26,0.27
1783289452101,245613101108,0.25,0.27
1783289452101,853817632223,0.73,0.75
1783289452106,853817632223,0.74,0.75
1783289452106,245613101108,0.25,0.26
1783289452199,245613101108,0.24,0.26
1783289452199,853817632223,0.74,0.76
1783289452209,853817632223,0.75,0.76
1783289452209,245613101108,0.24,0.25
1783289453003,245613101108,0.24,0.25
1783289453003,853817632223,0.75,0.76
1783289453074,245613101108,0.23,0.25
1783289453074,853817632223,0.75,0.77
1783289453082,245613101108,0.24,0.25
1783289453082,853817632223,0.75,0.76
1783289453655,245613101108,0.23,0.25
1783289453655,853817632223,0.75,0.77
1783289453655,853817632223,0.76,0.77
1783289453655,245613101108,0.23,0.24
1783289453862,853817632223,0.75,0.77
1783289453862,245613101108,0.23,0.25
1783289453862,853817632223,0.76,0.77
1783289453862,245613101108,0.23,0.24
1783289453862,853817632223,0.75,0.77
1783289453862,245613101108,0.23,0.25
1783289453862,245613101108,0.24,0.25
1783289453862,853817632223,0.75,0.76
1783289453997,245613101108,0.23,0.25
1783289453997,853817632223,0.75,0.77
1783289454044,853817632223,0.76,0.77
1783289454044,245613101108,0.23,0.24
1783289454254,853817632223,0.76,0.78
1783289454254,245613101108,0.22,0.24
1783289454254,853817632223,0.77,0.78
1783289454254,245613101108,0.22,0.23
1783289454264,245613101108,0.21,0.23
1783289454264,853817632223,0.77,0.79
1783289454294,853817632223,0.78,0.79
1783289454294,245613101108,0.21,0.22
1783289454323,245613101108,0.2,0.22
1783289454323,853817632223,0.78,0.8
1783289454334,853817632223,0.79,0.8
1783289454334,245613101108,0.2,0.21
1783289455011,853817632223,0.79,0.8
1783289455011,245613101108,0.2,0.21
1783289456017,245613101108,0.2,0.21
1783289456017,853817632223,0.79,0.8
1783289456218,853817632223,0.78,0.8
1783289456218,245613101108,0.2,0.22
1783289456218,245613101108,0.21,0.22
1783289456218,853817632223,0.78,0.79
1783289456218,369857526014,0.99,1
1783289456218,566926177208,0,0.01
1783289456604,853817632223,0.77,0.79
1783289456604,245613101108,0.21,0.23
1783289456606,245613101108,0.22,0.23
1783289456606,853817632223,0.77,0.78
1783289457004,853817632223,0.77,0.78
1783289457004,245613101108,0.22,0.23
1783289457650,369857526014,0.99,1
1783289457650,566926177208,0,0.01
1783289458001,245613101108,0.22,0.23
1783289458001,853817632223,0.77,0.78
1783289459083,853817632223,0.77,0.78
1783289459083,245613101108,0.22,0.23
1783289459739,853817632223,0.76,0.78
1783289459739,245613101108,0.22,0.24
1783289459739,245613101108,0.23,0.24
1783289459739,853817632223,0.76,0.77
1783289460010,853817632223,0.76,0.77
1783289460010,245613101108,0.23,0.24
1783289460234,369857526014,0.99,1
1783289460234,566926177208,0,0.01
1783289461132,853817632223,0.76,0.77
1783289461132,245613101108,0.23,0.24
1783289461133,369857526014,0.99,1
1783289461133,566926177208,0,0.01
1783289461137,853817632223,0.75,0.77
1783289461137,245613101108,0.23,0.25
1783289461141,245613101108,0.24,0.25
1783289461141,853817632223,0.75,0.76
1783289462000,245613101108,0.24,0.25
1783289462000,853817632223,0.75,0.76
1783289462463,369857526014,0.99,1
1783289462463,566926177208,0,0.01
1783289462873,853817632223,0.73,0.76
1783289462873,245613101108,0.24,0.27
1783289462873,245613101108,0.25,0.27
1783289462873,853817632223,0.73,0.75
1783289462874,245613101108,0.26,0.27
1783289462874,853817632223,0.73,0.74
1783289463005,853817632223,0.73,0.74
1783289463005,245613101108,0.26,0.27
1783289464109,245613101108,0.26,0.27
1783289464109,853817632223,0.73,0.74
1783289465001,853817632223,0.73,0.74
1783289465001,245613101108,0.26,0.27
1783289465536,853817632223,0.72,0.74
1783289465536,245613101108,0.26,0.28
1783289465537,245613101108,0.27,0.28
1783289465537,853817632223,0.72,0.73
1783289466155,245613101108,0.27,0.28
1783289466155,853817632223,0.72,0.73
1783289466775,245613101108,0.26,0.27
1783289466775,853817632223,0.73,0.74
1783289467071,853817632223,0.73,0.74
1783289467071,245613101108,0.26,0.27
1783289467685,369857526014,0.99,1
1783289467685,566926177208,0,0.01
1783289468041,853817632223,0.73,0.74
1783289468041,245613101108,0.26,0.27
1783289468211,245613101108,0.24,0.27
1783289468211,853817632223,0.73,0.76
1783289468213,853817632223,0.75,0.76
1783289468213,245613101108,0.24,0.25
1783289468378,369857526014,0.99,1
1783289468378,566926177208,0,0.01
1783289468609,245613101108,0.23,0.25
1783289468609,853817632223,0.75,0.77
1783289468609,853817632223,0.76,0.77
1783289468609,245613101108,0.23,0.24
1783289468610,245613101108,0.18,0.24
1783289468610,853817632223,0.76,0.82
1783289468611,245613101108,0.2,0.24
1783289468611,853817632223,0.76,0.8
1783289468612,853817632223,0.78,0.8
1783289468612,245613101108,0.2,0.22
1783289468612,853817632223,0.79,0.8
1783289468612,245613101108,0.2,0.21
1783289468612,853817632223,0.76,0.8
1783289468612,245613101108,0.2,0.24
1783289468612,853817632223,0.77,0.8
1783289468612,245613101108,0.2,0.23
1783289468612,853817632223,0.78,0.8
1783289468612,245613101108,0.2,0.22
1783289468612,853817632223,0.79,0.8
1783289468612,245613101108,0.2,0.21
1783289469000,245613101108,0.2,0.21
1783289469000,853817632223,0.79,0.8
1783289470143,853817632223,0.79,0.8
1783289470143,245613101108,0.2,0.21
1783289470737,245613101108,0.19,0.21
1783289470737,853817632223,0.79,0.81
1783289470743,853817632223,0.81,0.82
1783289470743,245613101108,0.18,0.19
1783289471167,853817632223,0.81,0.82
1783289471167,245613101108,0.18,0.19
1783289472002,853817632223,0.81,0.82
1783289472002,245613101108,0.18,0.19
1783289473042,853817632223,0.81,0.82
1783289473042,245613101108,0.18,0.19
1783289473042,853817632223,0.8,0.82
1783289473042,245613101108,0.18,0.2
1783289473042,245613101108,0.19,0.2
1783289473042,853817632223,0.8,0.81
1783289473470,245613101108,0.18,0.2
1783289473470,853817632223,0.8,0.82
1783289473471,853817632223,0.81,0.82
1783289473471,245613101108,0.18,0.19
1783289473942,245613101108,0.17,0.19
1783289473942,853817632223,0.81,0.83
1783289473945,853817632223,0.82,0.83
1783289473945,245613101108,0.17,0.18
1783289474004,245613101108,0.17,0.18
1783289474004,853817632223,0.82,0.83
1783289474225,853817632223,0.83,0.84
1783289474225,245613101108,0.16,0.17
1783289475023,853817632223,0.83,0.84
1783289475023,245613101108,0.16,0.17
1783289476034,853817632223,0.83,0.84
1783289476034,245613101108,0.16,0.17
1783289476035,245613101108,0.15,0.17
1783289476035,853817632223,0.83,0.85
1783289476035,853817632223,0.84,0.85
1783289476035,245613101108,0.15,0.16
1783289476082,245613101108,0.14,0.16
1783289476082,853817632223,0.84,0.86
1783289476088,853817632223,0.85,0.86
1783289476088,245613101108,0.14,0.15
1783289476102,245613101108,0.13,0.15
1783289476102,853817632223,0.85,0.87
1783289476106,245613101108,0.14,0.15
1783289476106,853817632223,0.85,0.86
1783289476121,245613101108,0.13,0.15
1783289476121,853817632223,0.85,0.87
1783289476180,245613101108,0.14,0.15
1783289476180,853817632223,0.85,0.86
1783289476180,245613101108,0.13,0.15
1783289476180,853817632223,0.85,0.87
1783289476200,853817632223,0.86,0.87
1783289476200,245613101108,0.13,0.14
1783289476490,245613101108,0.12,0.14
1783289476490,853817632223,0.86,0.88
1783289476490,245613101108,0.13,0.14
1783289476490,853817632223,0.86,0.87
1783289476490,245613101108,0.12,0.14
1783289476490,853817632223,0.86,0.88
1783289476492,245613101108,0.13,0.14
1783289476492,853817632223,0.86,0.87
1783289476492,853817632223,0.87,0.88
1783289476492,245613101108,0.12,0.13
1783289476511,369857526014,0.99,1
1783289476511,566926177208,0,0.01
1783289476748,245613101108,0.11,0.13
1783289476748,853817632223,0.87,0.89
1783289476756,853817632223,0.88,0.89
1783289476756,245613101108,0.11,0.12
1783289477091,853817632223,0.88,0.89
1783289477091,245613101108,0.11,0.12
1783289477926,853817632223,0.82,0.89
1783289477926,245613101108,0.11,0.18
1783289477934,853817632223,0.88,0.89
1783289477934,245613101108,0.11,0.12
1783289478000,245613101108,0.11,0.12
1783289478000,853817632223,0.88,0.89
1783289478950,853817632223,0.87,0.89
1783289478950,245613101108,0.11,0.13
1783289478950,245613101108,0.12,0.13
1783289478950,853817632223,0.87,0.88
1783289479052,245613101108,0.12,0.13
1783289479052,853817632223,0.87,0.88
1783289479596,245613101108,0.11,0.13
1783289479596,853817632223,0.87,0.89
1783289479599,853817632223,0.88,0.89
1783289479599,245613101108,0.11,0.12
1783289479873,853817632223,0.89,0.9
1783289479873,245613101108,0.1,0.11
1783289479874,369857526014,0.99,1
1783289479874,566926177208,0,0.01
1783289480000,853817632223,0.89,0.9
1783289480000,245613101108,0.1,0.11
1783289480020,245613101108,0.09,0.11
1783289480020,853817632223,0.89,0.91
1783289480022,853817632223,0.9,0.91
1783289480022,245613101108,0.09,0.1
1783289480500,245613101108,0.08,0.1
1783289480500,853817632223,0.9,0.92
1783289480502,853817632223,0.91,0.92
1783289480502,245613101108,0.08,0.09
1783289481000,853817632223,0.91,0.92
1783289481000,245613101108,0.08,0.09
1783289481002,853817632223,0.92,0.93
1783289481002,245613101108,0.07,0.08
1783289482124,853817632223,0.92,0.93
1783289482124,245613101108,0.07,0.08
1783289483010,245613101108,0.07,0.08
1783289483010,853817632223,0.92,0.93
1783289483025,245613101108,0.06,0.08
1783289483025,853817632223,0.92,0.94
1783289483059,853817632223,0.93,0.94
1783289483059,245613101108,0.06,0.07
1783289484009,853817632223,0.93,0.94
1783289484009,245613101108,0.06,0.07
1783289485007,245613101108,0.06,0.07
1783289485007,853817632223,0.93,0.94
1783289486015,853817632223,0.93,0.94
1783289486015,245613101108,0.06,0.07
1783289486015,245613101108,0.05,0.07
1783289486015,853817632223,0.93,0.95
1783289486016,853817632223,0.94,0.95
1783289486016,245613101108,0.05,0.06
1783289487001,245613101108,0.05,0.06
1783289487001,853817632223,0.94,0.95
1783289487414,369857526014,0.99,1
1783289487414,566926177208,0,0.01
1783289488063,853817632223,0.94,0.95
1783289488063,245613101108,0.05,0.06
1783289488225,369857526014,0.99,1
1783289488225,566926177208,0,0.01
1783289488682,853817632223,0.93,0.94
1783289488682,245613101108,0.06,0.07
1783289489076,245613101108,0.06,0.07
1783289489076,853817632223,0.93,0.94
1783289489095,245613101108,0.06,0.08
1783289489095,853817632223,0.92,0.94
1783289489101,245613101108,0.07,0.08
1783289489101,853817632223,0.92,0.93
1783289490005,853817632223,0.92,0.93
1783289490005,245613101108,0.07,0.08
1783289490073,369857526014,0.99,1
1783289490073,566926177208,0,0.01
1783289490624,245613101108,0.06,0.08
1783289490624,853817632223,0.92,0.94
1783289490624,853817632223,0.93,0.94
1783289490624,245613101108,0.06,0.07
1783289490938,853817632223,0.92,0.94
1783289490938,245613101108,0.06,0.08
1783289490938,245613101108,0.07,0.08
1783289490938,853817632223,0.92,0.93
1783289490938,853817632223,0.91,0.93
1783289490938,245613101108,0.07,0.09
1783289490940,245613101108,0.08,0.09
1783289490940,853817632223,0.91,0.92
1783289490946,853817632223,0.91,0.93
1783289490946,245613101108,0.07,0.09
1783289490947,853817632223,0.91,0.92
1783289490947,245613101108,0.08,0.09
1783289491135,245613101108,0.08,0.09
1783289491135,853817632223,0.91,0.92
1783289491137,369857526014,0.99,1
1783289491137,566926177208,0,0.01
1783289491236,245613101108,0.07,0.09
1783289491236,853817632223,0.91,0.93
1783289491236,853817632223,0.92,0.93
1783289491236,245613101108,0.07,0.08
1783289491536,245613101108,0.06,0.08
1783289491536,853817632223,0.92,0.94
1783289491538,853817632223,0.93,0.94
1783289491538,245613101108,0.06,0.07
1783289492160,245613101108,0.06,0.07
1783289492160,853817632223,0.93,0.94
1783289493040,853817632223,0.93,0.94
1783289493040,245613101108,0.06,0.07
1783289493799,853817632223,0.92,0.94
1783289493799,245613101108,0.06,0.08
1783289493799,245613101108,0.07,0.08
1783289493799,853817632223,0.92,0.93
1783289494063,245613101108,0.07,0.08
1783289494063,853817632223,0.92,0.93
1783289494143,369857526014,0.99,1
1783289494143,566926177208,0,0.01
1783289495028,245613101108,0.07,0.08
1783289495028,853817632223,0.92,0.93
1783289495028,853817632223,0.91,0.93
1783289495028,245613101108,0.07,0.09
1783289495028,245613101108,0.08,0.09
1783289495028,853817632223,0.91,0.92
1783289495039,369857526014,0.99,1
1783289495039,566926177208,0,0.01
1783289495213,245613101108,0.07,0.09
1783289495213,853817632223,0.91,0.93
1783289495213,853817632223,0.92,0.93
1783289495213,245613101108,0.07,0.08
1783289496153,853817632223,0.92,0.93
1783289496153,245613101108,0.07,0.08
1783289496461,245613101108,0.06,0.08
1783289496461,853817632223,0.92,0.94
1783289496461,853817632223,0.93,0.94
1783289496461,245613101108,0.06,0.07
1783289496466,853817632223,0.92,0.94
1783289496466,245613101108,0.06,0.08
1783289496467,853817632223,0.93,0.94
1783289496467,245613101108,0.06,0.07
1783289496478,245613101108,0.05,0.07
1783289496478,853817632223,0.93,0.95
1783289496564,853817632223,0.94,0.95
1783289496564,245613101108,0.05,0.06
1783289497007,853817632223,0.94,0.95
1783289497007,245613101108,0.05,0.06
1783289498006,853817632223,0.94,0.95
1783289498006,245613101108,0.05,0.06
1783289498433,245613101108,0.04,0.06
1783289498433,853817632223,0.94,0.96
1783289498456,853817632223,0.95,0.96
1783289498456,245613101108,0.04,0.05
1783289498521,853817632223,0.94,0.96
1783289498521,245613101108,0.04,0.06
1783289498578,245613101108,0.05,0.06
1783289498578,853817632223,0.94,0.95
1783289498578,245613101108,0.04,0.06
1783289498578,853817632223,0.94,0.96
1783289498578,853817632223,0.95,0.96
1783289498578,245613101108,0.04,0.05
1783289499020,853817632223,0.95,0.96
1783289499020,245613101108,0.04,0.05
1783289500045,245613101108,0.04,0.05
1783289500045,853817632223,0.95,0.96
1783289500464,566926177208,0,0.01
1783289500464,369857526014,0.99,1
1783289501000,853817632223,0.95,0.96
1783289501000,245613101108,0.04,0.05
1783289501005,245613101108,0.03,0.05
1783289501005,853817632223,0.95,0.97
1783289501016,853817632223,0.96,0.97
1783289501016,245613101108,0.03,0.04
1783289502093,245613101108,0.03,0.04
1783289502093,853817632223,0.96,0.97
1783289503046,853817632223,0.96,0.97
1783289503046,245613101108,0.03,0.04
1783289504038,853817632223,0.96,0.97
1783289504038,245613101108,0.03,0.04
1783289505035,853817632223,0.96,0.97
1783289505035,245613101108,0.03,0.04
1783289505548,853817632223,0.95,0.96
1783289505548,245613101108,0.04,0.05
1783289506086,853817632223,0.95,0.96
1783289506086,245613101108,0.04,0.05
1783289507047,853817632223,0.95,0.96
1783289507047,245613101108,0.04,0.05
1783289507560,853817632223,0.94,0.96
1783289507560,245613101108,0.04,0.06
1783289507930,245613101108,0.05,0.06
1783289507930,853817632223,0.94,0.95
1783289508031,245613101108,0.05,0.06
1783289508031,853817632223,0.94,0.95
1783289509106,853817632223,0.94,0.95
1783289509106,245613101108,0.05,0.06
1783289509364,853817632223,0.93,0.95
1783289509364,245613101108,0.05,0.07
1783289509364,853817632223,0.94,0.95
1783289509364,245613101108,0.05,0.06
1783289509379,853817632223,0.93,0.95
1783289509379,245613101108,0.05,0.07
1783289509390,853817632223,0.94,0.95
1783289509390,245613101108,0.05,0.06
1783289509509,245613101108,0.06,0.07
1783289509509,853817632223,0.93,0.94
1783289509715,853817632223,0.92,0.94
1783289509715,245613101108,0.06,0.08
1783289509716,245613101108,0.07,0.08
1783289509716,853817632223,0.92,0.93
1783289510080,245613101108,0.07,0.08
1783289510080,853817632223,0.92,0.93
1783289510924,245613101108,0.07,0.1
1783289510924,853817632223,0.9,0.93
1783289510934,245613101108,0.08,0.1
1783289510934,853817632223,0.9,0.92
1783289510934,245613101108,0.09,0.1
1783289510934,853817632223,0.9,0.91
1783289511004,853817632223,0.9,0.91
1783289511004,245613101108,0.09,0.1
1783289512025,853817632223,0.9,0.91
1783289512025,245613101108,0.09,0.1
1783289512261,245613101108,0.08,0.1
1783289512261,853817632223,0.9,0.92
1783289512269,853817632223,0.91,0.92
1783289512269,245613101108,0.08,0.09
1783289513000,245613101108,0.08,0.09
1783289513000,853817632223,0.91,0.92
1783289513011,245613101108,0.07,0.09
1783289513011,853817632223,0.91,0.93
1783289513025,853817632223,0.92,0.93
1783289513025,245613101108,0.07,0.08
1783289513256,245613101108,0.05,0.08
1783289513256,853817632223,0.92,0.95
1783289513256,853817632223,0.93,0.95
1783289513256,245613101108,0.05,0.07
1783289513256,853817632223,0.94,0.95
1783289513256,245613101108,0.05,0.06
1783289514001,853817632223,0.94,0.95
1783289514001,245613101108,0.05,0.06
1783289515097,245613101108,0.05,0.06
1783289515097,853817632223,0.94,0.95
1783289515514,853817632223,0.92,0.95
1783289515514,245613101108,0.05,0.08
1783289515611,245613101108,0.06,0.08
1783289515611,853817632223,0.92,0.94
1783289515612,245613101108,0.07,0.08
1783289515612,853817632223,0.92,0.93
1783289515917,853817632223,0.91,0.93
1783289515917,245613101108,0.07,0.09
1783289515917,245613101108,0.08,0.09
1783289515917,853817632223,0.91,0.92
1783289516001,853817632223,0.91,0.92
1783289516001,245613101108,0.08,0.09
1783289516634,853817632223,0.9,0.92
1783289516634,245613101108,0.08,0.1
1783289516634,245613101108,0.09,0.1
1783289516634,853817632223,0.9,0.91
1783289516667,853817632223,0.9,0.92
1783289516667,245613101108,0.08,0.1
1783289516734,853817632223,0.91,0.92
1783289516734,245613101108,0.08,0.09
1783289517043,853817632223,0.91,0.92
1783289517043,245613101108,0.08,0.09
1783289517044,853817632223,0.9,0.92
1783289517044,245613101108,0.08,0.1
1783289517044,853817632223,0.91,0.92
1783289517044,245613101108,0.08,0.09
1783289517068,853817632223,0.9,0.92
1783289517068,245613101108,0.08,0.1
1783289517082,245613101108,0.09,0.1
1783289517082,853817632223,0.9,0.91
1783289518018,853817632223,0.9,0.91
1783289518018,245613101108,0.09,0.1
1783289519025,245613101108,0.09,0.1
1783289519025,853817632223,0.9,0.91
1783289519195,245613101108,0.08,0.1
1783289519195,853817632223,0.9,0.92
1783289519195,853817632223,0.91,0.92
1783289519195,245613101108,0.08,0.09
1783289519994,853817632223,0.9,0.92
1783289519994,245613101108,0.08,0.1
1783289519994,245613101108,0.09,0.1
1783289519994,853817632223,0.9,0.91
1783289520000,853817632223,0.9,0.91
1783289520000,245613101108,0.09,0.1
1783289521001,245613101108,0.09,0.1
1783289521001,853817632223,0.9,0.91
1783289521029,369857526014,0.99,1
1783289521029,566926177208,0,0.01
1783289521652,245613101108,0.08,0.1
1783289521652,853817632223,0.9,0.92
1783289521653,853817632223,0.91,0.92
1783289521653,245613101108,0.08,0.09
1783289522061,853817632223,0.91,0.92
1783289522061,245613101108,0.08,0.09
1783289522369,853817632223,0.9,0.92
1783289522369,245613101108,0.08,0.1
1783289522370,245613101108,0.09,0.1
1783289522370,853817632223,0.9,0.91
1783289522439,853817632223,0.89,0.91
1783289522439,245613101108,0.09,0.11
1783289522498,245613101108,0.1,0.11
1783289522498,853817632223,0.89,0.9
1783289522588,369857526014,0.99,1
1783289522588,566926177208,0,0.01
1783289522948,853817632223,0.88,0.9
1783289522948,245613101108,0.1,0.12
1783289522951,245613101108,0.11,0.12
1783289522951,853817632223,0.88,0.89
1783289523002,853817632223,0.88,0.89
1783289523002,245613101108,0.11,0.12
1783289524005,245613101108,0.11,0.12
1783289524005,853817632223,0.88,0.89
1783289524747,853817632223,0.87,0.89
1783289524747,245613101108,0.11,0.13
1783289524750,245613101108,0.12,0.13
1783289524750,853817632223,0.87,0.88
1783289525133,853817632223,0.87,0.88
1783289525133,245613101108,0.12,0.13
1783289526003,853817632223,0.87,0.88
1783289526003,245613101108,0.12,0.13
