ts_ms,price,recv_ms
1783188925000,63277.53312548914,1783188926246
1783188926000,63277.540403704275,1783188927923
1783188927000,63278.89940962018,1783188928978
1783188928000,63283.45885481135,1783188929445
1783188929000,63283.45885481135,1783188929992
1783188930000,63287.9792397645,1783188931267
1783188931000,63288.46948828213,1783188932351
1783188932000,63288.8186687299,1783188933306
1783188933000,63289.27898809043,1783188934114
1783188934000,63286.46252861014,1783188935231
1783188935000,63287.621625,1783188936093
1783188936000,63288.35504862082,1783188937117
1783188937000,63288.48874317356,1783188938105
1783188938000,63289.4960076087,1783188939119
1783188939000,63289.620395,1783188939989
1783188940000,63289.34178674485,1783188941580
1783188941000,63289.24736240205,1783188942488
1783188942000,63289.04617815053,1783188943076
1783188943000,63286.14974518956,1783188944632
1783188944000,63285.359625606085,1783188945287
1783188945000,63284.970395,1783188946647
1783188946000,63285.086785,1783188947091
1783188947000,63284.4970844458,1783188948441
1783188948000,63281.64107199237,1783188949153
1783188949000,63280.679922157244,1783188950649
1783188950000,63280.10331,1783188951557
1783188951000,63280.41316669453,1783188952093
1783188952000,63274.94497092114,1783188953375
1783188953000,63274.649224414425,1783188954534
1783188954000,63274.31557419874,1783188955003
1783188955000,63271.72537682714,1783188956347
1783188956000,63271.01302805782,1783188957579
1783188957000,63268.54840189039,1783188958568
1783188958000,63269.06564473411,1783188959192
1783188959000,63267.28375275325,1783188960176
1783188960000,63267.637295549204,1783188961211
1783188961000,63267.68020323067,1783188962208
1783188962000,63256.560069818916,1783188963242
1783188963000,63250.596538860205,1783188964097
1783188964000,63245.760990335104,1783188965079
1783188965000,63242.69515626579,1783188965990
1783188966000,63241.928871728625,1783188966949
1783188967000,63241.80276321964,1783188967975
1783188968000,63241.576350734875,1783188968837
1783188969000,63241.60988650213,1783188970210
1783188970000,63241.63769865723,1783188971253
1783188971000,63241.7878698826,1783188972295
1783188972000,63242.388605906875,1783188973491
1783188973000,63242.62464070589,1783188974431
1783188974000,63242.59093777303,1783188974957
1783188975000,63242.657347096145,1783188976047
